start	end	text
548640	549920	100 personas nada más.
549920	551680	Bueno, los demás no sé por qué se conectaron.
551680	554360	Nosotros éramos más de 600.
554360	561400	Pero como le digo, ahí ya cada uno, pues sí, cada uno decide.
561400	563560	¿Cómo analizas el POC?
563560	566440	Vamos, comenzamos con esto.
566440	567160	Comparto pantalla.
567160	569320	Entonces, voy a quitar, vámonos a otro gráfico,
569320	572840	porque esto lo quiero dejar para el streaming.
572840	574440	A este gráfico, vámonos.
574440	575720	¿Cómo analizo el POC?
575720	577080	Es que se analiza solo.
577080	582080	Es decir, él solito te marca dónde está la zona de resistencia o
582080	584800	soporte dependiendo de dónde está el precio.
584800	589960	Si yo hago esto, probablemente no cambie mucho.
589960	594440	Es decir, agarre el tiempo.
594440	596040	Desde aquí hasta aquí.
596040	602720	Y me dice, en este rango de tiempos, desde aquí hasta
602720	607720	aquí, ¿cuál zona es importante?
607720	608880	En este caso es esta.
611840	614120	Si yo le hago así, va a saber que me lo va a mover para acá
614120	616920	arriba, probablemente.
616920	619720	Sigue allí, ¿no?
619720	622920	Entonces, si yo lo sigo moviendo, va a ir cambiando.
622920	625800	Obviamente, no tiene sentido analizar.
625800	627640	Bueno, ya así sí está bien.
627640	631800	Pero, por ejemplo, si yo me voy a un gráfico de una hora y trato
631800	635760	de analizarlo así, no tiene ningún sentido para mí
635760	640320	analizarlo así, porque entonces esta sería, ahí cambia.
640320	643360	Esta sería la zona de resistencia.
643360	649400	Entonces, en un gráfico de una hora, analizar todo esto es una,
649400	651240	es un error.
651240	654800	Si yo quiero analizar el punto de control en gráficos de una
654800	659440	hora, no es ese de arriba, sino que le voy a hacer scroll y me
659440	661920	voy a ir a buscar el movimiento que yo quiero,
661920	664120	que este tramo ve.
664120	667960	Entonces, en ese tramo, el área importante es esta.
667960	670440	Es decir, entonces, que cada vez que el precio vaya llegando a
670440	674520	esta zona, esta línea blanca, hay que tener cuidado porque
674520	678160	estos son los rebotes alcistas a la media para seguir callando.
678200	682080	O al punto de control que forma parte de las resistencias.
682080	684680	Entonces, si nosotros vemos esto, este es el gráfico de una
684680	688480	hora, la direccionalidad, la pendiente negativa,
688480	690440	pues entonces es para abajo.
690440	694960	Lástima, porque antes de que se diera ese movimiento hace unos
694960	698200	20 minutos, a las 7 en punto yo ya estaba con usted.
698200	699360	Según yo, ¿no?
699360	701200	Según yo, porque ya tenía programado,
701200	705320	ya estaba todo listo, solo de cambiar la escena porque tenía
705320	705880	esta escena.
709080	711680	Y ya me puse aquí, comencé a platicar,
711680	715240	ya vi que había varios conectados y todo.
715240	717440	Hasta después me di cuenta que no,
717440	721640	que no les estaba llegando la información, que lástima.
721640	724360	Pero bien, espero que la explicación haya quedado claro.
724360	729920	Bien, dice el POC en diario está por 42,750.
729920	731880	OK, vamos a verlo ahí.
731880	734040	En el diario está por, ¿dónde me decís?
738440	740120	Vamos a ver dónde lo pone.
740120	743560	Sí, ahí está.
743560	746840	Pero eso depende porque aquí te está marcando,
746840	753760	te estás agarrando desde el 8 de diciembre del 2023.
753760	756640	Entonces, estás agarrando cuatro meses,
756640	758520	enero, febrero, marzo, abril.
758520	761760	Bueno, casi cuatro meses estás agarrando y estás analizando
761760	763920	un gráfico diario.
763920	770080	Entonces, aquí, ese es el POC del semanal.
774840	778240	O capaz que, voy a esperar que cargue un poquitito.
778240	781400	A ver si carga.
781400	784160	Es este el que te estás viendo tú, mira, este, este.
787720	791520	Por eso yo he comentado que aunque el precio caiga 52,000,
791520	796920	por ejemplo, la tendencia del gráfico semanal no va a cambiar
796920	798760	porque esto debería de ser así.
798760	801600	Es un lateral que estamos formando nosotros.
801600	804640	Se acuerdan que les expliqué que cuando nosotros vemos esto,
804640	806320	pues sí, la verdad es que hay que apartarse.
806320	809120	Pero esto debería de ser más o menos así.
809120	811720	Y en este punto, para arriba.
811720	815480	O en este, a buscar el desarrollo de la onda B.
815480	819120	¿Pero de qué es para abajo?
819120	821400	Arromper, esa es otra cosa.
821400	823320	Pero nosotros, un movimiento a la vez.
823320	827840	Entonces, desde aquí hacia abajo o lateral.
827840	833000	Lo que pasa es que un lateral en semanal es 20,000, 30,000 dólares.
833000	837920	Digamos de 80,000 y lo tiramos hasta 50,000.
837920	840840	Y eso es normal, es decir, ni siquiera la tendencia del semanal
840840	842760	va a haber cambiado.
842760	845960	Ahora, para buscar el punto de control en un gráfico diario,
845960	849120	no hay que irnos hasta allá, sino que en el gráfico diario
849120	853680	se analiza este tramo, todo este pedazo que está aquí.
853680	857920	Y allí buscamos dónde está el punto de control o esa línea
857920	859920	blanca que nosotros andamos buscando.
859920	863160	Si no nos aparece, si te la tiras hasta allá abajo,
863160	866920	porque hasta allá está, ¿eh?
866920	873760	Al hacerle scroll, debería de cambiar eso, ¿eh?
873760	877840	Entonces, analizas la última tendencia que tuviste y la última
877840	883040	tendencia es desde lunes 4 de marzo hasta esta fecha.
883040	886440	Entonces, todo este pedazo que está aquí.
886440	888560	Permíteme, te voy a quitar el anterior.
888560	891360	Todo este pedazo que está aquí es el punto de control.
891360	893920	Lo que quiere decir es que cada vez que el precio llegue a esta
893920	895080	zona, hay que apartarse.
898080	901200	Por eso yo, por ejemplo, aquí les puse una X, aquí también,
901200	901920	aquí también.
901920	904800	Aunque el análisis en un gráfico de cuatro horas diga que aquí
904800	907320	va a subir un pedacito.
907320	910360	Son seis velas de un gráfico de 4, 6 por 4, 24, 6.
910360	913880	Son seis velas de un gráfico diario.
913880	916960	Perdón, son seis velas del de cuatro horas para ver una velita
916960	918200	diaria.
918200	921080	Entonces, en seis velas perfectamente pueden salir un
921080	923720	paralsistas, un gráfico de cuatro horas.
923720	928280	El punto de control o la zona de resistencia son los 70,000.
928280	930920	Eso es la zona de resistencia y a partir de ahí solamente para
930920	931760	abajo, ¿no?
931760	934560	A buscar la parte baja de los 60,000.
934560	939240	Yo espero que no caiga antes del halving de los 60,000 dólares.
939240	943200	Estamos en 61,735 a esta hora.
943200	946320	Yo espero que no caiga de allí, que se mantenga lateralizando
946320	952200	por esa zona y vamos buscando operar ese lateral.
952200	953200	Bien, siguiente pregunta.
953200	957800	Dice, teniendo en cuenta cuando haces mención de las
957800	958440	probabilidades.
958440	961800	Sí, claro, son probabilidades, Juan, David.
961800	965440	Miren, la verdad es que nosotros nunca vamos a saber con
965440	968200	certeza si el precio va a subir o va a bajar.
968200	973920	Pero, digamos, mi estrategia tiene una probabilidad de
973920	974800	acierto, ¿no?
974800	979000	Pero siempre, vaya, por ejemplo, si yo decido,
979000	981400	yo no lo voy a hacer porque yo ya tengo un poquito de Bitcoin,
981400	981680	¿verdad?
981680	984600	Pero, digamos, si yo decido operar este rango,
984600	987000	hay que usar el stop.
987000	990360	Puede decidir usted, un 5%, yo creo que está bien.
990360	994280	Más o menos por ahí, algo así.
994280	1001960	No lo vaya a comprar Bitcoin en Spot sin stop por esto.
1001960	1004240	Miren, ¿se acuerdan lo que estudiamos?
1004240	1007280	En el gráfico diario estamos por la parte baja del rango.
1007280	1009920	Al final allí entramos nosotros.
1009920	1015120	No me importa, digamos, en Spot en 61 o en 62,000,
1015120	1016760	me da igual.
1017160	1021080	Porque estamos hablando de que va con proyección a 70,000.
1021080	1025360	Entonces me da igual si compro en 61,000, en 62,000 o en 63,000
1025360	1029400	porque igual la toma de ganancia va a estar en 70,000, ¿no?
1029400	1031760	Vaya, pero ¿qué pasa si sale mal?
1031760	1035680	Tenga en cuenta que en el gráfico semanal nosotros aquí
1035680	1038640	no hay manera de decir que esto es alcista.
1038640	1042760	Y eso incluso aquí en YouTube, digamos,
1042760	1045400	ya con todos cuando se conectan conmigo a la hora del
1045400	1049120	youtuber, yo ya lo dejé público antes, ¿ve?
1049120	1050960	Tremenda flecha para abajo.
1050960	1053720	Usted ve este patrón y se acuerda que le dije cuando
1053720	1055960	estábamos juntos.
1055960	1059560	En un gráfico semanal nosotros tenemos que adelantarnos al
1059560	1062080	indicador STB.
1062080	1063960	En el semanal me van a decir, no Jaime,
1063960	1065840	pero no se había girado la baja.
1065840	1070360	No importa, porque al ser un semanal cuando se gira la baja
1070360	1072000	ya ha caído.
1072000	1076080	Entonces, hoy se ha girado a la baja y ya estamos en 61,000.
1076080	1080640	Entonces, por eso nosotros nos adelantamos al indicador en un
1080640	1082040	semanal.
1082040	1084280	Y entre más cortes la temporalidad,
1084280	1087160	menos nos vamos a adelantar, ¿de acuerdo?
1087160	1091960	No te adelantes, por ejemplo, si es un gráfico de una hora.
1091960	1093000	Vamos bien, ¿no?
1093000	1094800	Pero en un semanal sí hay que adelantarse.
1094800	1098800	Y si le doy play, la verdad es que, digo,
1098800	1103480	tampoco es que sea un desplome, ¿no?
1103480	1104920	Es una velita.
1104920	1107320	Pero igual, la gente igual se asusta.
1107320	1112360	A mí me asusta más que de verdad agarren en serio de
1112360	1120240	ponerse a esto de Israel con Irán, creo que es.
1123680	1126960	Pero este patrón ustedes ya lo conocen.
1127000	1130880	Si ustedes se fijan, incluso algo como esto ya lo habíamos
1130880	1135360	platicado nosotros, esto no nos está diciendo que se va a cero.
1135360	1139200	Esto nos está diciendo que va a ser un lateral.
1139200	1141200	Lo que pasa es que la gente no lo ve.
1141200	1142240	¿Se acuerdan que les dije?
1142240	1146360	Por ejemplo, yo creo que con ustedes también lo vimos.
1146360	1152480	Este mismo patrón en el gráfico de diario lo vimos con ustedes.
1152480	1155840	Este patrón creo que lo vimos por aquí.
1156520	1158920	Bueno, en Colombia sí estaba, no, no estaba allí.
1158920	1162840	Estaba aquí, creo, cuando estuve en Colombia.
1162840	1165960	Entonces yo les decía, a partir de aquí nos está diciendo que
1165960	1170800	va a haber un lateral, ¿ve?
1170800	1175600	Entonces, es bonito saber que se va a formar un lateral antes
1175600	1177520	de que los demás lo vean.
1177520	1179920	Hoy sí todo mundo lo ve que ahí está.
1179920	1182720	Y cada vez que he estado aquí lo están mandando hasta abajo,
1182720	1183560	¿no?
1183600	1186240	Nosotros, este, este es un fractal.
1186240	1189400	Es decir, que es un patrón que se repite en la temporalidad más
1189400	1191040	alta, ¿de acuerdo?
1191040	1195560	Entonces, en el gráfico semanal vamos a tener este mismo patrón
1195560	1199600	que ya lo tenemos, donde es un rango o caída.
1199600	1203560	En la caída que yo proyecto es un ABC, es decir,
1203560	1205400	más o menos así ve.
1205400	1210800	Lo que pasa que al ser tan grande la temporalidad el máximo
1210800	1213520	puede ser 80, 84,000 dólares y el mínimo,
1213520	1217120	el point of control que está aquí ve.
1217120	1219800	Y pero si ustedes igualmente se fían seguiría el precio
1219800	1223240	estando por arriba de la media móvil de 55 periodos.
1223240	1226080	Entonces, cuando nosotros veamos que el precio está llegando a
1226080	1230040	50,000 dólares, aproximadamente 48,000, 50,000,
1230040	1232040	no hay que tenerle miedo ahí.
1232040	1235880	Allí sí ya no, en el semanal.
1235880	1238320	Y en el diario es en donde está en este momento.
1238360	1241560	Es decir, está por la parte baja del rango del diario.
1241560	1246880	Y en un semanal necesitamos siete velitas diarias para poder ver
1246880	1248680	una velita semanal.
1248680	1250000	Pero de que baja, baja.
1250000	1251600	Aquí está.
1251600	1255160	O sea, yo no estoy diciendo que se va a cero a buscar los 30,000
1255160	1259720	dólares, pero por lo menos a buscar la onda A sí,
1259720	1263680	con el patrón que tenemos y que ya conocemos perfectamente bien
1263680	1264960	nosotros.
1264960	1265760	Bien.
1265800	1268640	Siguiente pregunta.
1268640	1271520	Bien dice, Jaime, se registraron explosiones en Irán,
1271520	1272520	Siria e Irak.
1272520	1273760	¿Pero quién los está atacando?
1273760	1274960	Pues Israel.
1279400	1281920	Bueno, pero en fin, mejor concentrémonos.
1281920	1285360	Es que lo que pasa es que miren, la política es,
1285360	1287720	las guerras derivan de la política.
1287720	1289440	Y yo la política a mí me cuesta mucho.
1289440	1290920	Yo no entiendo de eso.
1290920	1294400	A mí me gusta que la gente trabaje, que camine, hombre,
1294400	1298280	que resuelva y me cuesta bastante.
1298280	1301960	David dice, pregunta, Jaime, ¿cómo podemos diferenciar si una
1301960	1306880	onda correctiva está haciendo ABC o 12345?
1306880	1310360	Fácil, porque 12345 es una tendencia.
1310360	1315280	Cuando es un ABC es un momento en donde el precio se detiene de
1315280	1318760	subir dentro de 12345.
1318760	1319880	¿Dónde se detiene?
1319880	1325800	En una onda 3, en una zona que se llama Duda.
1325800	1328040	La Duda siempre va a estar entre la onda,
1328040	1333080	en el desarrollo de la onda 2-3, específicamente en Bitcoin.
1333080	1337200	Y en otras criptos como ETH, como Neo, como,
1337200	1341240	es decir, un clásico, como DOT, como AVAX.
1341240	1342280	Esas, ¿no?
1342280	1343720	Así lo puedes identificar.
1343720	1346200	En el oro también pasa igual.
1346200	1349160	Pasa igual.
1349160	1351600	Dice, ¿cómo crees que se ve el comportamiento del oro por
1351600	1352520	estos eventos?
1352520	1356920	Bueno, eso lo comenté antes de que se diera, mis amigos.
1356920	1360320	El oro va a seguir subiendo más porque tienen información que
1360320	1361000	nosotros no.
1361000	1365000	Ese es un gráfico semanal y este es un gráfico diario.
1365000	1366560	El oro va a seguir subiendo.
1366560	1368920	No trate de casar un short en el oro.
1368920	1371000	Siga le dando para arriba.
1371000	1372800	Ay, Jaime, es que aquí está esto para abajo.
1372800	1375200	No, no.
1375200	1377800	Hay intenciones como especulador.
1377800	1379040	No tengo garantía de nada.
1379040	1380800	Únicamente es una opinión.
1380800	1385200	Hay razones para creer que las decisiones que Israel va a tomar
1385200	1387000	no son decisiones propias.
1387000	1391920	Son decisiones que están siendo influenciadas por otro país al
1391920	1398640	que le conviene tratar de no quiero decir que es una cortina
1398640	1401680	de humo porque se escucha feo, porque va a haber gente que va
1401680	1404040	a morir y con estas cosas no se juega.
1404040	1408120	Pero yo lo veo más así.
1408120	1412920	Es la justificación para poder imprimir más dinero.
1412920	1416120	Entonces, definitivamente, Bitcoin, mis amigos,
1416120	1419040	la caída que Bitcoin va a tener hay que aprovecharla para
1419040	1422120	poder acumular más, para poder comprar más el que no tenga.
1422120	1424760	En mi caso, porque lo que tengo, pues, o sea,
1424760	1427280	¿cómo voy a comprar más si no tengo?
1427280	1430520	Porque lo que tengo es lo que me da,
1430520	1436040	te puedo decir que es lo que me da paciencia.
1436040	1439720	Tengo este sí, pero esto significa paciencia para esperar
1439720	1444440	a que Bitcoin suba a 150,000 y va a subir.
1444440	1449400	Lo que pasa es que por el momento no.
1449400	1453120	Esto va a ser después del halving.
1453120	1455720	Miren, después del halving, los primeros tres meses vamos a ver
1455720	1458080	caídas del precio de Bitcoin.
1458080	1461280	Y ya luego, igual, ahí por diciembre,
1461280	1464200	noviembre y diciembre, veamos subidas verticales en el
1464200	1465160	precio de Bitcoin.
1465160	1467600	¿De acuerdo?
1467600	1470480	Bien, ¿qué más?
1470480	1474000	¿Abrirías un Spot Infinity Grids si el precio baja al POC?
1474000	1479360	No, en un gráfico diario sería de abrirlo ahí donde está,
1479360	1483040	aquí, allí donde está.
1483040	1487400	Tengan cuidado porque como aquí ya estamos hablando de guerras,
1487400	1495520	no hay para nosotros una garantía de nada.
1495520	1498320	Pues, o sea, este es un fundamental importante y puede
1498320	1500160	ser que el mercado se vaya bien abajo,
1500160	1502240	como cuando pasó la pandemia, por ejemplo.
1505480	1508080	Entonces, ¿abriría un Spot Infinity Grids?
1508080	1513480	Sí, con un mínimo en 42,000 dólares.
1513480	1516800	Pero eso sí, bajo los siguientes aspectos.
1516800	1520960	Primero, voy a meter un capital que represente,
1520960	1526400	digamos, el 20% de todo lo que tengo para acumular.
1526400	1527960	En el semanal, ¿no?
1527960	1533640	Le meto un 20%, 30% a ese grid y allí lo dejo con la parte más
1533640	1536800	baja en 42,000 dólares.
1536800	1538360	Y ya no hago nada, ¿no?
1538360	1540400	El solo va a estar tradeando por mí.
1540400	1544760	Esto se puede hacer en BinEx de una forma muy, muy, muy simple.
1544760	1545360	Simple, ¿no?
1545360	1546480	Bastante fácil.
1546480	1549720	Nosotros ya lo sabemos hacer.
1549720	1551920	Y ahí donde está, sí lo abriría.
1551920	1553440	Si quieren, abrámoslo.
1553440	1556120	Lo que pasa es que el tiempo no nos va a dar porque quiero
1556120	1559280	contestar más preguntas, pero ustedes ya lo saben abrir.
1559280	1562480	Lo abrimos juntos en el taller.
1562480	1565720	Entonces, en el Spot Infinity Grids solo vas a definir la
1565720	1569280	parte más baja, 42,000 dólares, ponedle.
1569280	1573120	Y como es Spot, usted sabe que lo único que hace es pasar sus
1573120	1575520	USDT a Bitcoin.
1575520	1577600	Eso es todo lo que va a hacer.
1577600	1582240	Entonces, en caso que el precio caiga por debajo de 42,000
1582240	1585520	dólares, pues se queda usted con Bitcoin, ¿de acuerdo?
1585520	1588240	Y ahí se queda su Bitcoin y ya está.
1588240	1594680	A esperar hasta que el precio post halving, post halving,
1594680	1597760	suba por arriba de 100,000 dólares, ¿de acuerdo?
1600920	1601840	A ver, ¿quién depota?
1601840	1603240	Porque abramos uno.
1603240	1605160	¿Cómo te fue con el grid de CHZ?
1605160	1606240	Sí se los voy a mostrar.
1606240	1610440	En este momento, yo paso, abro aquí en Binix y les voy a
1610440	1613880	mostrar qué tal me fue con los grid que abrimos juntos.
1613880	1615240	¿Qué les parece?
1615240	1618680	Yo no tengo problema porque esto es parte de la gestión.
1618680	1622800	Solo que fíjense que se acuerdan que había uno que se llamaba,
1622800	1626160	yo le decía pato, pero no significaba pato,
1626160	1630320	creo que significaba oscuridad o algo así.
1630320	1631920	Ah, pues en ese, déjenme entrar.
1631920	1634760	Voy a entrar aquí y abramoslo juntos entonces.
1634760	1636720	Yo no voy a perder.
1636720	1639520	En serio, en serio, no tengo intenciones de perder.
1639520	1642600	Ya entré a la cuenta que a la misma, solo quiero verificar,
1642600	1644880	es decir, quiero que sea transparente y que ustedes vean
1644880	1648040	que es la misma que utilicé cuando estaba con ustedes, ¿no?
1648040	1652320	Bien, hablábamos entonces de que íbamos a ir a Capital, ¿sí?
1652320	1654080	Y aquí a Grid Trading.
1654080	1658720	Y aquí tengo uno ejecutándose.
1658720	1662600	Lo tengo de BTC ahí hace dos días y 10 horas porque lo,
1662600	1663960	bueno, ahí está.
1664000	1665800	Pero este no lo abrí con ustedes.
1665800	1668720	Bien, en el historial ustedes van a ver que aquí está, miren,
1668720	1671000	el de CHZ, ¿sí?
1671000	1672240	Por este me preguntaron.
1672240	1677560	La verdad es que los dos estaban en verde cuando los decidí cerrar.
1677560	1680000	Este que está aquí lo abrí en Colombia.
1680000	1683040	Este que está aquí, el Spot Grid, también en Colombia,
1683040	1684320	los dos salieron bien.
1684320	1687120	Este que está aquí es el de CHZ que abrí con ustedes.
1687120	1690480	Y este que está aquí se supone que tendría que haber cerrado en
1690480	1693160	verde.
1693160	1695000	Pero miren, eso es lo que pasa.
1695000	1698800	Vaya, aquí obviamente se reenverde con 3.50% con 3,000
1698800	1700120	dolaritos.
1700120	1703440	Por eso yo le digo a la gente, si usted, ¿y qué conste?
1703440	1706600	Que yo no voy a abrir.
1706600	1709960	O sea, yo les dije a ustedes, yo esto lo hago solo en Bitcoin.
1709960	1713280	Pero como en Bitcoin no se podía, pues entonces agarré lo que se
1713280	1714560	dejó.
1714560	1716360	Digamos lo que tenía patrón.
1716360	1717560	Y CHZ lo tenía.
1717560	1719400	Entonces, yo se lo voy a mostrar aquí.
1719400	1722920	Lo mantuve dos días y tres horas con 12 minutos abierto.
1722960	1726920	Le gané 105 dólares a 3,000 dólares.
1726920	1727920	De acuerdo, ya está.
1727920	1732200	Pero el riesgo de hacer esto en Bitcoin es mucho menor.
1732200	1734200	Bien, y este otro que yo le decía pato,
1734200	1735640	pero que al final no era un pato.
1735640	1740520	Él tampoco estaba, no sabe perder, pues.
1740520	1742400	La cuestión es que cuando yo lo cerré,
1742400	1746560	se suponía que iba a cerrar verde a nivel de color.
1746560	1754200	Pero al cerrarlo, vendió en el order book a quien vendía.
1754200	1757040	No, perdón, a quien compraba, porque yo estaba vendiendo,
1757040	1757840	a quien compraba.
1757840	1762640	Entonces, me lo cerró con menos 0.03%,
1762640	1764760	que básicamente no es nada.
1764760	1766960	De acuerdo, básicamente no es nada.
1766960	1770280	Pero, digamos, no me gusta que me lo puso rojo.
1770280	1771960	Solamente para cuestiones didácticas.
1771960	1776720	Pero si yo hago esto, va a ver que la pérdida es del 3.73%
1776720	1777920	anual.
1777920	1780440	Es decir, que si lo paso aquí a monto de ganancia,
1780440	1782880	perdí 31 centavos.
1782880	1785320	Es decir, lo aclaro porque si alguien me dice,
1785320	1786880	pero Jaime perdió en dusk.
1786880	1792680	A ver, perdí 31 centavos y aquí le gané 105 dólares.
1792680	1796440	O sea, vamos, hombre, que no hay que comparar tampoco.
1796440	1801200	Vale, entonces, estos son los dos que abrimos juntos, ¿no?
1801240	1802080	Sin problemas.
1802080	1804520	Aquí ganamos 105 dólares y aquí ganamos,
1804520	1806680	perdimos 31 centavitos.
1806680	1807960	No pasa nada, ¿de acuerdo?
1807960	1809080	No pasa nada.
1809080	1812160	Aunque yo esperaba que me lo cerraran verde, pues no lo hice.
1812160	1814040	Bien, en ejecutándose tengo uno.
1814040	1819120	Este no me, estaba explicándole algo a alguien y lo abrí en,
1819120	1821440	ah, no, pero está muy bien abierto, hombre.
1821440	1824640	Está en 61,979.
1824640	1828040	La inversión es de 9,300 y ya está abierto, hombre.
1828040	1829160	Ya, ya, ya está.
1829160	1832200	Yo no voy a abrir otro.
1832200	1837560	Ahí lo, aquí lo llevo yo, mire, 9,300 y lo abrí en 6,100.
1837560	1838800	¿Y cuántos arbitrajes llevo?
1838800	1841240	Hace dos días y 10 horas lo abrí.
1841240	1843480	11 arbitrajes llevá ya esto.
1843480	1844720	¿Ve?
1844720	1845200	Ahí va.
1848000	1850480	Quiero ver cuánto le he puesto en la parte más baja.
1850480	1854040	Sólo déjame ver, 52,000 tiene.
1854040	1858040	Yo a ustedes antes de entrar a ver este les dije 42,000, ¿verdad?
1858040	1862840	Bueno, yo le he puesto 52,000 y ahí lo llevo abierto.
1862840	1864480	Y es bitcoin.
1864480	1865880	No es otra cosa.
1865880	1867560	Es bitcoin.
1867560	1871720	Y el precio de apertura, quiero que lo vea bien, está en,
