start	end	text
173000	175880	Media por encima, el precio subiendo, ¿vale?
175880	179960	Aquí hay como una especie de falso cruce, pero eso ya lo veremos ahora, ¿de acuerdo?
179960	182280	Porque no solamente estamos haciendo trading con las medias móviles
182280	187560	Ahora, importante también, media móvil de 55, la marrón
187560	191800	Hace de soporte y hace de resistencia también, ¿vale?
191800	195320	Lo estamos viendo aquí, el famoso, bueno, tenemos las medias por encima, el famoso
195320	197600	Rebote a la media y hacia arriba
197640	200960	Rebote a la media, no tiene por qué ser a la media exacta, ¿vale?
200960	202760	A la zona de la media móvil
202760	206200	Hace arriba, rebote a la zona de la media, hacia arriba, lo estáis viendo
206200	210200	Aquí sí que tenemos esto y la ruptura, pero eso ahora lo veremos
210200	212240	Cuando estamos bajistas, ¿de acuerdo?
212240	214440	Que veis aquí como las medias están cruzadas
214440	218240	Tenemos el famoso rebote a la media para seguir cae...
218240	219360	¡Crayendo, madre mía!
219360	220800	Para seguir cayendo, ¿de acuerdo?
220800	224160	Aunque esto lo vamos a ver mejor en un gráfico de 4 horas que sea bastante mala situación
224160	227000	Ya que esto es un gráfico diario y tenemos, pues, menos información, ¿no?
227040	230200	Pero bueno, aquí también se puede ver, rebote a la media para abajo
230200	231720	Rebote a la media para abajo
231720	234120	Importante también tener en cuenta de las medias móviles
234120	236360	Zonas de compresión, es decir...
236360	240640	Solo algo que yo veía Jaime decir bastantes veces es que cuando hay una zona de compresión
240640	243160	Entre las medias móviles, después solo ocurre un movimiento explosivo
243160	244960	¿Veis cómo se comprimen?
244960	248040	Y a continuación tenemos ese movimiento explosivo que en este caso ha sido la subida
248040	251400	O por ejemplo, no sé, por ejemplo, yo que se mira, no sé
251400	254600	Aquí, ¿no? Vemos que las medias móviles, a ver
254600	256960	Vemos que las medias móviles van comprimiéndose
256960	259640	¿Veis? Se comprimen, se comprimen, se comprimen
259640	261200	¡Pum! Movimiento explosivo
261200	264560	Eso es algo un poco más rebuscado, de acuerdo, dentro de lo que es la estrategia
264560	266240	Pero me apetecía comentárselo
266240	267680	Es algo importante, ¿vale?
267680	270880	Bueno, vamos a seguir porque si no el vídeo se va a quedar del copón de largo
270880	273440	Aunque no me importa, lo que me importa es que os quede claro
273440	275440	Bien, vamos a explicar el siguiente indicador
275440	277880	Áreas de volumen importante, de acuerdo, que este es el...
277880	282000	Esto lo que hace es agarrar el volumen, de acuerdo, por precio
282000	283400	Por precio, no este volumen, ¿vale?
283400	286480	Aquí tenemos este volumen, que son las velas, que es el volumen por vela
286520	289480	No, este volumen, vamos a quitar esta verga, ahí está
289480	294320	Este volumen es el volumen por precio, es decir, el interés de compra que hubo a lo mejor
294320	297160	Que ha habido en toda la zona de, yo que sé, 38.000, que veis estos picos
297160	299720	El interés de compra que ha habido, de compra y venta, ¿de acuerdo?
299720	304280	En la zona de 47.000, que veis que aumenta el pico, etc, etc
304280	308400	Lo podéis poner de manera gratuita si vais aquí, perfil de volumen con rango fijo
308400	310920	Y lo único que tendréis que hacer es hacerlo manual, es decir, pinchar
310920	313040	Del principio de la pantalla
313040	314960	Hasta el final, ¿vale?
315000	315880	Y eso, es lo mismo
315880	318080	Un momento, voy a activar esto, que lo había quitado
318080	320280	Esto, el POC, ¿vale?
320280	321320	Para que veis que se queda igual
321320	323840	Aquí lo tenéis, es lo mismo
323840	327600	Lo único que tenéis que hacer es lo manual, si yo ahora estiro el precio hacia atrás
327600	329840	Veis cómo cambia, porque está cogiendo el área de todo
329840	332160	Entonces tú tendrías que coger este de aquí y arrastrarlo hacia atrás
333400	334240	Es lo mismo, ¿vale?
334240	337040	Lo único que tienes que cambiar es lo manual y es que se cambia automático, ya está
337040	339280	Vamos a borrarlo y voy a explicarlo con este de aquí
339280	342600	Esto nos mide las áreas de volumen por precio
342640	346840	Lo que significa que es la zona de interés y que nos hacen de soportes y resistencia
346840	350440	Y la línea roja esta es el POC, o punto de control, ¿de acuerdo?
350440	353240	Que es la zona de mayor interés, ¿vale?
353240	356520	Es la zona que ha habido de mayor interés de volumen por precio
356520	359880	En todo lo que aparece aquí en la pantalla, que es lo que está cogiendo, ¿de acuerdo?
359880	364160	Pero lo que me interesa es que nos centremos en estos picos que aparecen por aquí, ¿de acuerdo?
364160	367520	Picos de estos que sobresalen, significan áreas de volumen importantes
367520	369960	Cuando las pillas de abajo hacia arriba, ¿vale?
369960	372600	Cuando las cogemos, como en este caso, las hemos cogido
372600	377080	Bueno, a ver, ahora desaparece porque ahora está cogiendo la área de volumen de todo lo que hay aquí en pantalla
377080	379280	Que es menos información de la que había antes, no sé si me explico
379280	381240	Pero bueno, aquí tenéis el pico este
381240	385080	Esto significa que es una resistencia en este caso
385080	388160	Porque la hemos cogido de abajo hacia arriba, como estáis viendo
388160	391240	Estamos en esta zona actualmente en este momento, el precio de Bitcoin está aquí
391240	393760	Y esto está haciendo de resistencia
393760	397360	Ahora, si nosotros cayésemos en este caso
397400	400880	Hacia abajo, por ejemplo, a este área de volumen, a este nodo
400880	404440	Esta zona nos haría de soporte ahora, ¿vale? Porque la estamos cogiendo hacia abajo
404440	406400	Esto sería un soporte a tener en cuenta
406400	410480	Por ejemplo, aquí, veis que arrancamos de esta zona de aquí
410480	412960	Que nos estaba haciendo de soporte de aquí, ¿vale?
412960	414640	Esta zona nos estaba haciendo de soporte
414640	417240	Y conforme llegamos a esta zona de aquí
417240	421560	El precio, miradlo, es que lo estamos viendo en un gráfico diario, ¿vale?
421560	425720	El precio tiene aquí su rechazo, hace como su retroceso
425760	428480	Porque esto es una área de resistencia
428480	432280	Luego, es cierto que a la rompe, sigue subiendo y llegamos al siguiente área de resistencia
432280	433840	Que es donde nos estamos parando, ¿vale?
433840	435720	Esto es lo que hacen las áreas de volumen
435720	440720	Entonces, es algo muy fundamental para tener en cuenta a la hora de operar con la estrategia
440720	444360	Ya que si no lo tienes en cuenta, la estrategia podría fallar, ¿de acuerdo?
444360	447480	Por eso te digo que es un todo junto y también la psicología del trader
447480	450480	Por eso es muy importante que a diario comparéis vuestros análisis
450480	453000	Con los que pueda estar haciendo yo, que sabéis que subo análisis diario
453000	454320	O Jaime de Trayden Latino, ¿de acuerdo?
454520	458520	O el youtuber que os guste que suba vídeos con esta estrategia, perfecto
458520	465040	Y es muy importante que os quedéis con esto, lo que hace es captar el volumen por precio de lo que aparece en pantalla
465040	468240	Es decir, ahora mismo lo está captando de todo esto, ¿no?
468240	469640	De todo esto de aquí
469640	475160	Si yo hago la pantallaza atrás, va a captar el volumen de todo esto, ¿de acuerdo?
475160	476480	De todo lo que aparece en pantalla
476480	479320	Por eso si vosotros queréis operar en un rango, como hicimos el otro día
479320	482040	En el vídeo del otro día yo dije, quiero operar el ranguito de aquí, ¿vale?
482080	485080	Y lo que hice fue bajar la temporalidad a 15 minutos
485080	487080	Para ver qué estaba sucediendo en el rango
488400	489720	Así, ¿de acuerdo?
489720	491640	Y sí, lo puedes operar viéndolo de aquí
491640	494920	Pero yo dije, oye, me parece más cómodo hacerlo así, ¿no?
494920	497920	Operarlo así, con este indicador, ¿vale?
497920	499640	Y ya pues, ahí está
499640	502040	Ahí lo estoy viendo en pantalla, con este indicador
502040	504240	Eso lo podéis hacer a vuestro gusto
504240	506240	Pero con este podéis hacer lo mismo
506880	508680	Si ahora te tiras para atrás
508680	510560	Este agarra todo esto
510560	512760	Tú lo coges, lo echas para atrás para que haga lo mismo
512760	513960	Y agarre todo, ¿vale?
513960	515760	Marca lo mismo, quiero que os quede claro
515760	518560	Os enseñé cómo ponerlo en el vídeo que os he dejado por ahí dentro
518560	519960	El de cómo poner todo esto
519960	522560	Voy a volver a poner el gráfico diario, que es lo que nos interesa
522560	525160	Que es para explicarlo todo más sencillito, aquí está
525160	528160	Ay, es raro, chavales, espero que se esté quedando claro, ¿vale?
528160	530760	Porque estoy un poco nervioso la hora de explicar esto, no sé por qué
530760	532360	Quiero explicarlo bien, quiero que os quede claro
532360	536160	Así que si apoyáis mucho este vídeo con likes, suscripciones, todo lo demás
536160	539360	En un futuro puedo hacer un vídeo resolviendo dudas sobre la estrategia
539360	541160	Por ejemplo, si ha quedado alguna duda, ¿vale?
541160	543960	O actualizar el vídeo y hacer un vídeo mejor, yo no lo sé, ¿vale?
543960	545560	Voy a intentar que quede lo más claro posible
545560	546560	¿Qué nos queda por explicar?
546560	549960	Ahora, vámonos ya con el Squish primero, ¿vale?
549960	552160	Que es el de los valles, luego iremos con el ADX, ¿vale?
552160	553360	Vamos con el Squish
553360	556960	El Squish es este indicador de los valles, ¿vale?
556960	560760	De los valles verdes y valles rojos, ¿vale?
560760	563160	Este que vemos así, valle verde, valle rojo, perfecto
563160	567960	Se conoce como Squish porque digamos que es como un indicador de explosividad, ¿no?
567960	569960	De momentum
569960	573360	Se utiliza verdaderamente con estas cruces grises que veis y las cruces negras
573360	575560	Aunque Jaime no las utiliza, yo tampoco las utilizo
575560	578760	Pero digamos que es para marcar el momento en el que se produce esa explosividad
578760	582160	Pero verdaderamente yo prefiero compaginarlo con el ADX
582160	586360	Y ver la fuerza del movimiento mediante el ADX que es la otra, la línea blanquita, ¿vale?
586360	588160	Vamos a explicar primero el Squish este
588160	591960	Y esto es un indicador de momentum, de intensidad del movimiento, ¿de acuerdo?
591960	593560	Podemos decirlo así, como veis
593560	597360	Contra más grandes el valle, por así decirlo, pues mayores lo que vean ser el movimiento, ¿vale?
597360	601360	Por esto, ahí está, mira de ese valle, mira de este valle y mira del movimiento este
601360	604760	Luego mira de este que más pequeñito y mira del movimiento este, ¿vale?
604760	605960	De retroceso que más pequeñito
605960	607560	Valles verdes, ¿de acuerdo?
607560	610960	Alcista, valle rojo, bajista, ¿vale?
610960	614160	A la baja, aquí lo veis, valle verde, hacia arriba
614160	616960	Y el valle rojito este de aquí, abajo, ¿vale?
616960	617960	Lo veas donde lo veas, ¿vale?
617960	620360	Luego, por ejemplo, si ves este valle rojo grande de aquí
620360	623560	Coincide con la caída gorda de aquí, ¿vale?
623560	626160	Ahora, ¿por qué también es muy importante este indicador?
626160	631960	Porque nos permite ver divergencias entre precio y el movimiento, vamos a decirlo así, ¿no?
631960	633960	Para ver si el movimiento es armónico, si no
633960	638960	Y nos puede ayudar a predecir posibles o evitar posibles caídas gordas
638960	639960	¿Qué es una divergencia?
639960	640760	Aquí lo vemos, ¿vale?
640760	642760	En este caso, por ejemplo, mira, divergencia bajista
642760	645760	Mirad, voy a ponerlo con la línita de tendencia esta
645760	647960	Si veis esto, el precio aumenta
647960	649360	Precio sube, ¿de acuerdo?
649360	651160	Aquí lo podéis ver
651160	652960	Los máximos cada vez son más altos
652960	655160	Sin embargo, en el indicador
655160	657160	Divergencia bajista, es decir
657160	659960	Él nos marca la divergencia bajista, mejor dicho
659960	662960	En el indicador, los máximos cada vez son más bajos
662960	664160	A continuación, ¿qué tuvimos?
664160	666560	Bueno, si tuvimos esta caída, aquí
666560	668760	Y el derrumbe del copón, ¿vale?
668760	672160	Por eso son importantes tener en cuenta las divergencias
672160	674560	Y tener en cuenta en qué temporalidad las operamos
674560	677160	Porque no es lo mismo una divergencia en un gráfico de cuatro horas
677160	681360	Que si se confirma, nos va a tirar el precio una cantidad mucho menor
681360	683560	A la que nos va a tirar el precio una divergencia bajista
683560	685360	En un gráfico diario, como es en este caso
685360	687160	O en un gráfico semanal incluso
687160	688960	Que es una temporalidad mayor, ¿de acuerdo?
688960	690160	Eso es muy importante
690160	691560	Eso es una divergencia bajista
691560	695360	Y las divergencias alcistas se cogen de abajo a arriba
695360	696960	Es decir, por ejemplo, mira, aquí
696960	698160	Aquí tenemos una, ¿vale?
698160	700760	Esta divergencia de aquí, divergencia alcista
700760	702760	Se coge de abajo a arriba, ¿de acuerdo?
702760	703760	Vamos a borrar esto
703760	706160	Y la tendríamos aquí, mirad el precio
706160	707160	¿Cómo va?
708160	712160	Con, digamos, los bajos al mismo nivel
712160	713360	O más bajos incluso
713360	717360	Y, sin embargo, el monitor, el indicador, el squeeze, ¿vale?
718360	720160	Fijaros cómo está al alza, ¿vale?
720160	722960	Son divergencias y son muy importantes
722960	724960	A continuación de esto, ¿qué vivimos?
724960	727160	Bueno, el despegue, ¿de acuerdo?
727160	728160	Importante
728160	731160	Quiero que quede claro que cuando hablamos de un gráfico de cuatro horas
731160	733160	Estamos proyectando a lo mejor el movimiento
733160	735160	Para uno, dos, tres días, como muchísimo
735160	737160	Y cuando hablamos de gráficos diarios
737160	739160	Sí que lo proyectamos a lo mejor para semana, semana y media
739160	741160	Y un gráfico semanal, por ejemplo
741160	743160	Estamos proyectando para dos o tres meses
743160	745160	Lo que viene a ser el movimiento, ¿vale?
745160	746160	Eso es importante
746160	748160	Y vamos a pasar con el ADX, ¿de acuerdo?
748160	752160	El ADX, que es con la que la gente más lío se hace
752160	754160	Incluso yo me hacía lío, ¿de acuerdo?
754160	756160	Es este de aquí, es la linita
756160	758160	Vamos a bajar esto por aquí, ¿vale?
758160	759160	Es este, que da igual que...
759160	761160	O sea, esto de ponerlo encima, ponerlo por arriba
761160	762160	No importa
762160	763160	No importa
763160	766160	Simplemente lo tenemos así pues para ahorrar espacio
766160	768160	Y porque uno se complementa con el otro, ¿no?
768160	771160	Pero no significa que tenga que estar a la misma altura ni cosas
771160	773160	Eso no rayarse, chavales, que eso no tiene nada que ver, ¿vale?
773160	776160	A ver, el ADX se mide así
776160	777160	Es este que tenemos aquí
777160	778160	Que va verdaderamente
778160	781160	El ADX es un oscilador que se mide de 0 a 100, ¿vale?
781160	782160	Teóricamente
782160	785160	Entonces, esto, porque esté hacia arriba
786160	787160	Vamos a ponerlo así
787160	789160	Porque el ADX esté hacia arriba o hacia abajo
789160	791160	No significa que el movimiento sea hacia arriba o hacia abajo
791160	794160	Simplemente mide la fuerza de una tendencia
794160	796160	La fuerza de un movimiento, ¿de acuerdo?
796160	798160	Esto solamente mide la fuerza del movimiento
798160	799160	Como estáis viendo aquí
799160	800160	El precio, ¿vale?
800160	803160	Tiene su caída y el ADX se dispara a el alza, ¿vale?
803160	804160	¿Por qué?
804160	806160	Porque esto tiene fuerza
806160	809160	No significa que esto sea alcista, ¿de acuerdo?
809160	810160	No, el movimiento tiene fuerza
810160	811160	¿Para dónde tiene la fuerza?
811160	813160	Para abajo, ¿vale?
813160	815160	Vale, chavales, me veis ya cambiadito
815160	817160	Porque no pude grabar más
817160	819160	Y vamos a continuar con la explicación
819160	821160	Así que continuo hoy con la explicación
821160	822160	Y vamos por el ADX
822160	825160	Bien, este indicador es el que más lío hace, ¿vale?
825160	826160	Como ya hemos dicho
826160	831160	Solamente mide si una tendencia o un movimiento tiene fuerza o no tiene fuerza, ¿de acuerdo?
831160	834160	Es decir, por ejemplo, estoy en un gráfico de cuatro horas ahora, ¿vale?
834160	836160	Como veis, aquí hay una bajada, ¿de acuerdo?
836160	839160	Y el ADX tiene pendiente positivo
839160	840160	Es decir, hacia arriba, ¿de acuerdo?
840160	841160	¿Por qué?
841160	843160	Porque este movimiento tiene fuerza
843160	844160	Simplemente
844160	847160	El ADX solamente mide la fuerza del movimiento
847160	848160	El movimiento es fuerte o no
848160	850160	No te dice si es hacia arriba o hacia abajo
850160	852160	Ahora te voy a explicar cómo saber
852160	854160	Qué movimiento está teniendo en cuenta el ADX
854160	856160	Si está teniendo en cuenta un movimiento hacia arriba o un movimiento hacia abajo
856160	858160	Te voy a explicar, ¿de acuerdo?
858160	860160	Antes quiero decirte que el ADX
860160	862160	Es un oscilador que va de 0 a 100, ¿de acuerdo?
862160	864160	El famoso punto 23
864160	866160	Este que muchas veces menciona Jaime, ¿de acuerdo?
866160	868160	Digamos que esto se divide así, ¿de acuerdo?
868160	870160	De 0 a 25
870160	873160	Lo que tenemos es ausencia de tendencia, ¿de acuerdo?
873160	875160	O movimiento que no tiene fuerza
875160	877160	Luego digamos que de 25 a 50
877160	879160	Es una tendencia fuerte
879160	880160	De 50 a 75
880160	882160	Es una tendencia muy fuerte
882160	884160	Y de 75 a 100 sería una tendencia
884160	885160	Boom!
885160	886160	Mind blown
886160	887160	De locos, ¿de acuerdo?
887160	889160	Y como oscilador que es, ¿de acuerdo?
889160	891160	Es bueno que esto
891160	893160	Tenga sus subidas y sus bajadas
893160	894160	¿De acuerdo?
894160	895160	Lo que viene a ser el ADX
895160	896160	Porque también es algo a favor
896160	898160	Para sanear los movimientos, ¿no?
898160	899160	Para que los movimientos sean sanos
899160	901160	Porque no puede ser que
901160	902160	Esto a lo mejor
902160	904160	Ya que la subida, pues, debe de ser natural
904160	905160	Y esto debe de ser detener
905160	906160	Por lo que viene a ser
906160	909160	Sus oscilaciones, etc, etc, ¿de acuerdo?
909160	910160	Aquí lo que importa es
910160	912160	¿Cómo que el ADX se gira al alza?
912160	913160	Se gira a la baja
913160	914160	Bien, para esto
914160	916160	Para saber qué movimiento está teniendo en cuenta
916160	917160	El ADX
917160	920160	O qué dirección está teniendo en cuenta el ADX
920160	922160	Jaime decía que esto tiene que entrar por los ojos, ¿no?
922160	923160	¿De acuerdo?
923160	924160	Pero yo entiendo que es que es normal
924160	925160	Que cuando todos empezamos
925160	926160	Pues no tenemos ni idea
926160	928160	En qué dirección está teniendo en cuenta el ADX
928160	930160	O qué dirección está teniendo en cuenta el ADX
930160	931160	Cuando todos empezamos
931160	932160	Pues no tenemos ni idea
932160	933160	Entonces
933160	934160	Lo que es el ADX consta
934160	936160	Del ADX
936160	937160	Del D y positivo
937160	938160	Y del D y negativo, ¿vale?
938160	939160	El D y positivo
939160	941160	Mide la fuerza positiva del movimiento
941160	942160	Y el D y negativo
942160	944160	Mide la fuerza negativa del movimiento, ¿no?
944160	945160	Esto lo podemos activar de aquí
945160	947160	Vamos a la ruleta, ¿de acuerdo?
947160	949160	Y yo lo tengo puesto en verde y en rojo
949160	950160	Bueno, pues, activas
950160	951160	D y positivo
951160	953160	D y negativo, ¿de acuerdo?
953160	954160	Esto lo voy a explicar
954160	956160	Junto a la estrategia, ¿de acuerdo?
956160	957160	Es decir, vamos a explicarlo ya
957160	959160	Voy a desactivarlo un momento
959160	960160	Y ahora veréis, ¿vale?
960160	961160	Estamos en un gráfico de cuatro horas
961160	963160	Por ejemplo, aquí
963160	965160	Bien, voy a tratar de explicar también a la vez que explico
965160	967160	Lo que viene a ser el ADX
967160	969160	Porque creo que es lo complicado de entender, ¿vale?
969160	971160	A la vez que explicamos lo que viene a ser
971160	973160	La estrategia, ¿de acuerdo?
973160	974160	Lo que viene a ser la estrategia
974160	976160	Mirad, primero vamos a venirnos a esta zona, ¿vale?
976160	978160	Lo que yo quiero que entendáis
978160	979160	Es sobre todo el tema del ADX
979160	981160	Porque es que sé que es lo más complicado
981160	983160	Porque esto de cómo que se gira la baja y el monitor al alza
983160	984160	Y está dando entrada
984160	986160	Y cómo que se gira al alza y el monitor al alza
986160	987160	También está dando entrada
987160	988160	Entonces no tiene sentido
988160	989160	Lo vamos a ver, ¿de acuerdo?
989160	990160	Esta zona, por ejemplo
990160	992160	En un gráfico de cuatro horas, ¿vale?
992160	993160	Vemos que sí, que el precio
993160	995160	Aquí el cruce de la media móvil es del azul
995160	997160	Sobre esta, ¿de acuerdo?
997160	998160	Un cruce
998160	1000160	Que el precio está rompiendo con fuerza
1000160	1002160	Y aquí nosotros lo que estamos buscando
1002160	1004160	Es un rebote a la zona de la media móvil
1004160	1006160	Para seguir subiendo, ¿no?
1006160	1007160	Vale
1007160	1009160	Con lo que buscamos también, obviamente
1009160	1011160	Es que el squeeze, es decir, el de los valles
1011160	1013160	Pase por debajo del punto cero
1013160	1015160	Que es el punto este de las cruces
1015160	1017160	Y empieza a desarrollar valle rojo, ¿vale?
1017160	1018160	Que vayamos buscando entrada
1018160	1020160	Y si tú quieres esperar a tu entrada confirmada
1020160	1022160	Por estos indicadores de abajo
1022160	1023160	Que son el ADX y el squeeze
1023160	1025160	Aquí tienes que esperar
1025160	1027160	Por ejemplo, que el squeeze
1027160	1029160	Si tú querías esperar entrada confirmada
1029160	1031160	Tienes que esperar que el squeeze, que es el de los valles
1031160	1033160	Se gire al alza, como lo estamos viendo aquí
1033160	1035160	De acuerdo, el valle rojo se empieza a girar al alza
1035160	1037160	Y que el ADX, que es la línea esta
1037160	1039160	Se gire al alza también
1039160	1041160	¿Veis que aquí se giran los dos a la vez al alza?
1041160	1043160	Ahí tienes el squeeze al alza y el ADX al alza, ¿no?
1043160	1045160	Es decir, vamos a hacer esto más grande
1045160	1047160	Así para que lo podáis ver mejor
1047160	1049160	La línea blanca esta
1049160	1051160	Se gira al alza y lo que viene a ser
1051160	1053160	Uy, perdón, que gallo, madre mía
1053160	1055160	Y lo que viene a ser el valle rojo se gira al alza
1055160	1057160	Confirmándonos lo que viene a ser la entrada
1057160	1059160	Eso se gira al alza en cuanto sale esta vela gorda
1059160	1061160	Porque los indicadores
1061160	1063160	Siguen al precio, no el precio sigue a los indicadores
1063160	1065160	Vale, eso sería una confirmación de entrada
1065160	1067160	Por esto, es importante que os quedéis a ver
1067160	1069160	Toda la explicación que vamos a dar ahora
1069160	1071160	Vale, ahora voy a poner otro ejemplo
1071160	1073160	Aquí ADX al alza y squeeze al alza
1073160	1075160	Es una confirmación de entrada, ¿de acuerdo?
1075160	1077160	Ahora, voy a ponerte otro ejemplo
1077160	1079160	Porque es que esto es lo que te va a liar
1079160	1081160	Voy a un gráfico diario, por ejemplo
1081160	1083160	A la zona esta que habíamos visto hace un montón de tiempo
1083160	1085160	Por aquí la tenéis
1085160	1087160	Esta zona que hemos dicho de aquí, ¿de acuerdo?
1087160	1089160	Por ejemplo
1089160	1091160	Y vemos que aquí
1091160	1093160	La zona esta que habíamos dicho que estábamos esperando
1093160	1095160	Un movimiento al alza
1095160	1097160	Que es la zona esta en la que habíamos comentado lo de la divergencia
1097160	1099160	Porque tenemos una divergencia alcista
1099160	1101160	Por eso estábamos esperando
1101160	1103160	Ese movimiento fuerte
1103160	1105160	A lo que viene a ser al alza, ¿de acuerdo?
1105160	1107160	Tenemos la divergencia alcista en el gráfico diario
1107160	1109160	Por eso esperábamos un movimiento fuerte que lo tuvimos
1109160	1111160	Bien, aquí
1111160	1113160	Como veis, tenemos
1113160	1115160	Que el monitor está... Esperamos entonces
1115160	1117160	Para confirmar una entrada que el squeeze
1117160	1119160	Es decir, el de los valles se gire al alza
1119160	1121160	Es decir, empiece el valle rojo al alza
1121160	1123160	Y porque aquí el ADX se gira a la baja
1123160	1125160	En vez de al alza como en la otra entrada
1125160	1127160	Aquí para confirmar nuestra entrada
1127160	1129160	Teníamos que esperar que el ADX se girase a la baja
1129160	1131160	Y el squeeze al alza
1131160	1133160	Como lo tenemos aquí, ADX aquí
1133160	1135160	Veis que se gira a la baja y el squeeze se gira al alza
1135160	1137160	¿Por qué?
1137160	1139160	Porque tenemos que tener en cuenta
1139160	1141160	Que tendencia o que movimiento está teniendo en cuenta el ADX
1141160	1143160	Para saber hacia dónde se va a girar
1143160	1145160	¿Vale? ¿Cómo sabemos esto?
1145160	1147160	Pues, con lo que hemos comentado del DI positivo y el DI negativo
1147160	1149160	Podemos saber
1149160	1151160	Que movimiento está teniendo en cuenta el ADX
1151160	1153160	Es decir, aquí el ADX está teniendo en cuenta
1153160	1155160	Un movimiento bajista, ¿vale?
1155160	1157160	Es decir, está teniendo en cuenta
1157160	1159160	Como si estuviésemos en una tendencia hacia abajo
1159160	1161160	¿Por qué? Pues como hemos dicho
1161160	1163160	Con el DI positivo y el negativo activos
1163160	1165160	Con DI positivo y DI negativo
1165160	1167160	Lo que mide es, DI positivo
1167160	1169160	Fuerza positiva, DI negativo
1169160	1171160	Negativa, ¿de acuerdo?
1171160	1173160	Entonces, si el negativo
1173160	1175160	Que es el que yo tengo puesto por aquí
1175160	1177160	Que es el rojito, ¿vale?
1177160	1179160	Y el positivo es el verde
1179160	1181160	Si el negativo está por encima del positivo
1181160	1183160	El ADX está teniendo en cuenta
1183160	1185160	Una tendencia hacia abajo
1185160	1187160	Y si es al revés
1187160	1189160	El positivo está por encima del negativo
1189160	1191160	El ADX está teniendo en cuenta
1191160	1193160	Una tendencia positiva, ¿vale?
1193160	1195160	Una tendencia hacia arriba
