start	end	text
189720	205000	alta, la temporalidad de diaria, lo tenemos así, ¿no? Miren. Habíamos dicho que el precio tenía que
205000	215200	llegar a esta área. ¿Sí o no? Desde entonces, en el gráfico diario, ha pasado una velita.
217000	223240	Hoy es miércoles. Esto lo hice el lunes allí en el escenario de Blockchainland. Sí, si anduvieron por
223240	230080	allí, escucharon que lo dejamos bajista. Esta es una velita en desarrollo que está en indecisión
230080	237680	y está en proceso porque llevamos siete horas y 43 minutos para que cierre. Mientras no cierre,
237680	245280	no la podemos juzgar porque está en desarrollo. No sabemos cómo va a terminar de cerrar, ¿no?
245280	252160	Máximo, mínimo, apertura, cierre, volumen, tiempo. En el tiempo sí, lo teníamos aquí, diario.
252160	263240	Entonces, como según yo, el precio de Bitcoin debería de tener un retroceso a esa área amarilla
263240	270120	que está ahí, comienzo a bajar de temporalidades para buscar la entrada. Si yo me voy a un gráfico
270120	277640	de cuatro horas y comienzo a ver este patrón, nosotros ya sabemos que a partir de este cruce,
277640	284920	con fuerza, es decir, pendiente positiva, direccionalidad bajista, a partir de aquí
284920	292880	vamos a llevar rebotes alcistas a la media para seguir cayendo. Porque trabajo un movimiento a
292880	300080	la vez. No porque si yo me atreviera a decirles qué va a pasar después, se me van a confundir
300080	308080	porque van a tener dos flechas pero en diferente tiempo. Es decir, la primera que yo les pongo en
308080	321800	este momento es así. En ese tramo es así. Para arriba. O simplemente un lateral. Ahora,
321800	329120	¿en dónde se abre la posición? Vamos a operar en long ahí. En 66,000 yo creo que no es buena idea.
330240	335920	Hay que esperar agarrarlo un poquitito más abajo. Si yo bajara de temporalidad,
335920	344240	entonces sí tendría que operarlo en long, no en short. ¿Por qué? Porque como el movimiento
344240	350680	este todavía no se me gira la baja con el ADX. O sea que para que esto suba tengo que tener un
350680	363000	patrón así como este. El ADX se giró en la baja aquí. Entonces aquí yo ya puedo decidir
363000	368960	entrar en long y calcular un stop. Aquí hay una velita roja. Pero yo no opero velita roja, no.
368960	378960	Opero el patrón y el resultado es este. En esta temporalidad. ¿Sí lo ven? ¿Ve? Entonces si yo
378960	386520	me voy en tiempo presente, solo viendo el ADX, esto tiene fuerza bajista. Ahora, como es bajista,
386520	393000	me espero en un gráfico de una hora que salga una velita verde, que me agarre la orden short y hacia
393000	402160	abajo. Ahora, idealmente si nosotros tenemos tiempo lo que hay que hacer es esperar a que se
402160	408160	forme el valle verde, que esto se gire a la baja, que salga la velita verde, que trate de topar la
408160	417120	media del 55, short. Eso sería idealmente. Por eso yo pongo una orden limit un poquitito más
417120	427560	arriba. Pero el long no lo voy a operar. Hasta que llegue a la zona de 63 mil. Sí. Bien. Continuamos
427560	440320	entonces. ¿Tienen alguna duda con eso? La persona que preguntó. ¿Sí? ¿Preguntas?
447280	456360	No. Preguntas sobre eso. Perdón. Solamente sobre eso ya llegamos a cualquier otra cosa.
456360	461960	Pero solamente de eso para que las personas que estén en línea también confirmen que se entiende.
461960	468160	Porque si no se entiende, allí me voy a quedar hasta que se entienda. Gracias, Jaime. Buenos días.
468160	476440	Buen día. Estás mencionando que estamos buscando el momento, o sea, es cuestión del tiempo para
476440	485240	poder buscar el short. Sin embargo, siempre dices Bitcoin short no. Entonces, lo que haríamos en
485240	490480	este caso sería buscar alguna cripto que tenga el mismo patrón para poder entrar en short y Bitcoin
490480	495640	nos esperamos hasta operar el long o me espero hasta que llegue a la zona que tienes marcada baja para
495640	503320	poder empezar a operar el long. El short en Bitcoin no. Lo que hacemos es ir a las criptos y allí si
503320	509560	buscamos operaciones en short. Porque si Bitcoin cae ya sabemos nosotros lo que pasa con las criptos.
509560	515320	Se ponen todas rojitas. Entonces, pero a Bitcoin short no. Y lo vengo comentando desde que estábamos
515320	522760	por los 16.500 dólares. Yo no creo que alguien se haya hecho eso. Yo perdí bastante en el 2018
522760	532480	por hacer eso. Y no hagan eso. No les enseño porque sí. Ya cometí el error yo. Entonces,
532480	537600	por eso a Bitcoin short no. Porque techo no tiene. Porque la deuda de los Estados Unidos en dólares
537600	545160	no tiene techo tampoco. Entonces, como no tiene techo, lo que hacen es emitir tantos dólares que
545160	550440	al final vienen a parar en Bitcoin. Entonces, ¿qué va a pasar con Bitcoin? Va a llegar un momento en
550440	556400	que va a valer medio millón de dólares. Ahora que el poder adquisitivo del dólar haya bajado tanto,
556400	559520	eso es otra cosa. ¿Sí?
572720	578040	Ok, buenos días. Jaime, ahí en donde está la línea vertical, ¿verdad?
579280	586040	Exacto. Arriba en el... La velita cuando sale roja y rebota, casi que en la media de 55,
586040	591160	tú dices, espero a que salga esa velita para entrar en lo nuevo, ¿verdad? Pero entonces,
591160	598120	cuando dices espero, estás pendiente del cierre de esa vela que ya lleva una vela bajista, o pones
598120	604500	una orden más o menos donde te va dando la media de 55. ¿Cómo haces ese movimiento ahí? Así. Así
604500	613920	como lo tengo acá. Yo lo que hago es calcularlo y poner una orden limit. No entro en market. Recuerden
613920	618880	que si ustedes entran en market, ustedes lo que están haciendo es comprando directamente a un
618880	628800	vendedor en el order book del exchange. Entonces, aunque usted la ponga en 66,251, digamos, bueno,
628800	640400	66,725.51, no va a entrar en short en ese precio porque va a entrar en short en el precio que esté
640400	647120	en el order book. O sea, nunca entra justo en market en el precio que usted quiere. En limit
647120	654800	es posible que sí. Por eso se usa limit, no market, a no ser que usted sea scalper. Como los
654800	659960	movimientos son tan rápidos, podría operar en market teniendo en cuenta las comisiones.
661600	665920	Allí vi a alguien que estaba preguntando que por qué cambiar de temporalidades para tomar la
665920	671840	decisión. Recuerden que cuando cambiamos de temporalidades, estamos definiendo si vamos a
671840	679000	operar spot o vamos a operar futuros. Entonces, en el momento en que ustedes ya me vieron a mí que
679000	687100	yo bajé a gráfico de cuatro horas, eso es futuros. ¿Sí o no? Y si aquí no la tengo clara,
687100	694720	me voy al gráfico de una hora para ajustar el stop. ¿Sí? Porque estoy leyendo esa pregunta
694720	701960	ahí en el queremos scalping, dice alguien aquí. Pero si ni siquiera podemos manejar spot y quieren
701960	708960	manejar scalping, tienen que seguir el proceso. Para el amigo que, para Christian, hay que seguir
708960	718160	un proceso, Christian. No puedes operar scalping si ni siquiera podemos manejar el spot. Vamos
718160	726000	despacio. Si llegamos al punto, vamos a bajar el gráfico que ustedes quieran. Pero me voy a
726000	732160	asegurar que primero manejen spot, porque de aquí no van a salir a perder. No voy a poder dormir
732160	739480	tranquilo por las noches. Primero se maneja bien spot. Cuando la tengamos clara, vamos a futuros,
739480	744640	a la temporalidad que quiera. ¿Sí? Dime.
760040	760720	Bueno.
762840	767200	Jaime, ahí si tenemos el ADX que tiene fuerza para seguir cayendo,
767200	771200	hay veces que tú mencionas que lo más probable es que haga un doble valle rojo,
771200	776240	que ni siquiera alcance llegar al valle verde para poder caer y entrar. En este caso,
776240	781680	¿cómo verías o anticiparías a ese tipo de situaciones para entrar, por ejemplo,
781680	785360	ahí directamente en shock? Porque sé que me va a hacer un valle rojo y va a seguir cayendo hasta
785360	793560	la zona que tú tienes abajo. Y por el tiempo. Por eso, por eso yo les he comentado. Este es un lateral
793560	798800	o un rebote el cista a la media. Pero de que va a seguir cayendo, la probabilidad que tenemos
798800	805360	es alta. Entonces, por ejemplo, si yo sé que tiene fuerza para abajo, esto no es un Tooth
805360	811840	de Moon a 70,000. Este es un rebote que nos va a dar la oportunidad de abrir una posición en short,
811840	818480	pero tiene que ser bien pensada, con un timing correcto. Aquí no tenés un timing para abrir un
818480	824800	short. Porque como sigue teniendo pendiente positiva, sí, va a seguir siendo bajista, sí.
824800	831600	¿El precio está por debajo de la media móvil de 55? Sí. ¿Tenemos un cruce de medias móviles con
831600	839200	fuerza? Sí, pendiente positiva, cruce de medias móviles, una vela con, es decir, con cuerpo.
839200	845920	Esto no es una zona de absorción ni un volumen de parada. Este se convierte solo en un rebote.
845920	852800	Ahora, como esto es futuro, lo que hay que definir es en dónde entramos en short y cuánto estamos
852800	859560	dispuestos a perder en esa posición. Porque la pregunta es simple, ¿cuánto estoy dispuesto a
859560	867520	perder si sale mal? Así de simple, porque esto está hecho para perder. Entonces, si yo entro ahí
868480	875560	con un monitor girado a la alza, me estoy adelantando a la entrada, porque idealmente
875560	883080	la entrada debería de ser así. Idealmente debería de dejar, estamos en cuatro horas,
883080	892560	tendría que hacer esto. Cuando ya estemos por aquí en el monitor, en la DX, ya vaya así, ustedes van
892560	898440	a ver que se va a dar un rebote el cista más o menos a la media. Entonces, si yo me llego a
898440	905080	meter en short, ahí digamos que fuera market. Voy a alejar un poquito esta orden para que no me
905080	911440	estorbe. La voy a poner ahí solo para que no estorbe, visualmente. Si yo me llego a poner así, miren,
913600	914240	así,
917360	918400	voy a perder.
918400	930160	Este stop lo voy a perder, en mayor probabilidad porque el tiempo todavía no ha pasado. Por eso,
930160	936520	yo lo dejo como un lateral o un rebote el cista a la media. Entonces, cuando estemos
936520	942560	cerquita de la media, si es que hace el rebote, abrimos posición en short y el stop tiene que
942560	950960	quedar por arriba del point of control. Es decir, en este momento el short es así,
952760	961440	pero el precio no está aquí. Entonces, ¿cómo sé dónde andará? Este valle rojo que ustedes
961440	968840	ven aquí va a ser uno verde o simplemente va a ser otro rojo. ¿Cómo sabemos? No hacemos nada,
969600	977760	solo dejamos que pase el tiempo y si llegamos a esta zona, al final del rectángulo amarillo
977760	983520	para los que me están escuchando en línea, ya pasó el tiempo, se formó un valle verde y el precio
983520	991400	aragán nos rompe la media móvil de 55 y entramos en short. Pero si yo me adelanto, lo más probable
991400	998360	es que yo pierda ese stop. Es decir, que si yo me pongo así, lo más seguro es que voy a perder.
998840	1008640	El stop. Aquí no tengo nada que detenga el precio. Aquí sí. Entonces, la entrada en short es aquí
1008640	1015880	o aquí y el stop por arriba del punto de control que es la zona de resistencia que tendríamos ahí,
1015880	1024440	porque imagínese usted que todo este pedazo azul es presión vendedora.
1024440	1034800	Lo otro es que podemos apoyarnos en el otro indicador que les puse, en este.
1038120	1042000	Déjenme quitar todo esto. ¡Vaya! Mirad dónde están las ventas.
1044400	1051280	Entonces, el stop ideal, ya vamos a ver, movimos el gráfico de una hora.
1054440	1066240	Si ustedes se fijaron, yo moví esto, pero lo teníamos, digamos, ¿se acuerdan del precio exacto?
1066240	1071600	Yo lo moví hasta aquí arriba, pero eso fue porque me estaba estorbando. Pero yo he puesto una orden
1071600	1077000	limit, quizás como por aquí quizás estaba. Porque aquí, yo considero que va a subir un
1077000	1082440	poquitito para liquidar y luego se ejecuta mi orden. Después de eso, calculo el stop,
1083080	1087120	porque si lo hago antes, lo pierdo. O sea que esto es para arriba, pues.
1088400	1094160	Pero es muy arriesgado operar contra tendencia. Y aquí puedo bajar todavía, estoy en una hora,
1094160	1104400	pero puedo bajar a 15 minutos. Y así mismo van a ir a encontrar short o long en bitcoin dependiendo
1104400	1110600	de la temporalidad. Si voy a un minuto, eso es una locura. Ahí le vas tardando long, short, long,
1110600	1122720	short, así. Muchos. Entonces, yo lo que hago es poner una orden limit aquí para que cuando llegue,
1122720	1131440	ya la volví a bajar más o menos a esa zona. Entro en short. Y después calculo el stop por
1131440	1141000	arriba, aquí, así. Y el target, así. Pero si ustedes se fijan, yo no estoy entrando aquí en short,
1141000	1150800	sino aquí. Y el stop arriba, o topadito en la media de 55 y por arriba. O sea que lo que tengo
1150800	1158960	que asegurarme es que haya una resistencia. Si no hay resistencia, no tengo nada que detenga el
1158960	1170880	precio hacia arriba de ir a sacar el stop. Complicado, no. No. Es que el de rojo estuvo
1170880	1177000	conmigo el año pasado también. Bastantes de ustedes estuvieron el año pasado conmigo aquí.
1178120	1183440	Pero los que son nuevos pueden preguntar, porque no vamos a pasar hasta que esto quede claro.
1183440	1191680	Aquí tenemos una pregunta en línea referente al point of control y el perfil de volumen. Preguntan
1191680	1198200	cómo configurarlo, pues dicen que como cambia la visualización del gráfico o la temporalidad,
1198200	1203080	este cambia el point of control incluyendo en las áreas de liquidez.
1205600	1211960	No, pero eso lo tienen en su documento. Yo creo que hay que pegarle una liquidita, hombre.
1213960	1220320	No, yo se lo dejé en el documento para configurar el... Sí, no, sí tienes razón, pero no creo que se
1220320	1224800	refiera a eso. Yo también tengo la misma duda, porque por ejemplo tú estás con... Al hacerle scroll.
1224800	1229280	Al hacerle scroll, o sea, por ejemplo, me marca más pegadita más abajo el point of control que a ti.
1229280	1234560	Por ejemplo, bueno, sé que estás con... Estás viendo tanto de vainas. Yo creo que mi compañero
1234560	1239120	está viendo el de VINX, yo estoy viendo el de Coinbase, y entonces cambia. Entonces yo pienso que tiene
1239120	1244400	que ver mucho... El de Exchange y el tablero... ¿Ves cómo me lo mando aquí abajo?
1244400	1250960	Ajá, sí, y lo dice... Yo creo que la pregunta va cómo lo comodas para que exactamente lo
1250960	1259760	vengamos así. Con scroll. O sea, a la ruedita... Vaya, miren, es que como nosotros determinamos,
1259760	1268400	ya que cuando analizamos velitas diarias, vamos con proyección a unos 2, 3, 4, 5, 6, 7, 8,
1268400	1274400	y proyección a unos 12 días, ¿no? Entonces, si usted está analizando en gráfico diario,
1274400	1284000	por ejemplo, lo voy a poner yo en el diario, no haga esto. No le meta todo el scroll, porque
1284000	1296240	lo va a mandar a comprar en 20,000. O sea, no tiene sentido, porque está en 66,496 y
1296240	1303360	el soporte lo tiene en 20,000. Entonces, no va a caer allí. Entonces, si estamos en
1303360	1310520	un gráfico diario, bueno, en el semanal podríamos considerarlo. Se lo voy a poner en el semanal.
1310520	1325320	Con ese mismo nivel de scroll, déjenme quitar esto. Aquí venimos con fecha... A ver, lo
1325320	1341920	voy a poner. Diciembre del 2017. ¿Cuándo está? Aquí. Y ya estamos en el 2024. Entonces,
1341920	1346560	no compliquen eso. Si nosotros nos vamos a un gráfico de cuatro horas, nos interesa
1346560	1356040	conocer únicamente lo que ha pasado las últimas 48 horas anteriores del pasado. O sea, tal
1356040	1367480	cual como está aquí, digamos así. El patrón anterior es este, el lateral. Este. Todo ese
1367480	1376600	pedazo resistente. Aquí. Este es el que me interesa. Este no. Porque si yo creo que este
1376600	1384920	es soporte aquí, es seguro que este falla. Porque este sería un doble suelo. Y el precio
1384920	1394360	lo que hace con los dobles suelos es romperlo. Es un tejode invertido. ¿Sí? ¿Ve? Entonces,
1394360	1401440	el patrón que nos interesa es el previo a donde está el precio. Este es un patrón. Este está en
1401440	1407800	desarrollo. Entonces, cuando este finalice, digamos que aquí finaliza, y ya es un lateral,
1407800	1413840	se gire el monitor a la alza, forma un pequeño valle verde, ese es un patrón completo ya.
1413840	1421000	Tendríamos que entrar en short aquí. Porque el patrón ya está completo, está desarrollado. En
1421000	1427760	el tiempo presente en este momento no, porque comenzar va. Entonces, para poder operar esto,
1427760	1433800	en short aquí no se puede. En gráfico de cuatro horas. Si yo quiero operar esto,
1433800	1440480	entonces cambio la temporalidad a una hora o 15 minutos. Y allí sí que podemos encontrar short
1440480	1448400	o long. Sí, o sea, la temporalidad también importa hacia atrás.
1452000	1457840	¿Quedó? No. Sí, listo. Perfecto. Bien. ¿Alguna otra pregunta?
1459720	1468920	Bueno, sería como tres. Usted, usted. Adelante, adelante. En las temporalidades, sí entiendo que
1468920	1476560	es, por ejemplo, Skype en un minuto, dos minutos, una hora, cuatro horas y así. Pero, por ejemplo,
1476560	1485160	yo en un streaming te veía que decías cuando nos vamos, lo estamos viendo en cuatro horas y
1485160	1491440	esto más o menos nos va a resultar como tú aquí en México sale tu streaming a las nueve, decías
1491440	1497960	que a las nueve en la noche, decías que más o menos como al otro día en la mañana. Entonces,
1497960	1504920	mi pregunta es, por ejemplo, de una hora solo va a ser esa vez, si yo veo la temporalidad de una
1504920	1512240	hora solo va a ser esa velita de una hora. O sea, es decir, si yo hago un corto, nada más me lo
1512240	1519680	va a dar para esa hora. Igual en el Skype en un minuto o cuatro horas. Es que ya no entendí porque
1519680	1526400	por ejemplo dijiste, sabes, a ver, nos vamos al de cuatro horas y dijiste, pero este esto te sube ya
1526400	1535680	cuando mañana que despertemos ya va a estar así. Pero iban a ser como ocho horas. Entonces, o sea,
1536800	1545880	es el tiempo, el desarrollo. Por ejemplo, vamos a, mire, ese valle rojo que está ahí, comenzar va,
1545880	1552840	pero el ADX sigue con pendiente positivo. Allí no puedo operar un long porque la fuerza sigue
1552840	1559520	siendo para abajo. Entonces, pero como en la hora del youtuber no se sabe cómo va a estar el,
1560600	1568600	digamos, el patrón de información. Entonces, asumamos que ese monitor ya está como desarrolladito
1568600	1575800	y topando el punto cero y el precio sigue por debajo de la media de 55. Entonces, eso para
1575800	1581260	mañana estaría dando short. A pesar de ser un gráfico de cuatro horas porque el patrón se
1581260	1590900	comenzó a desarrollar desde ayer. O sea, para eso veo el de, porque para el de cuatro horas sí puedo
1590900	1598700	ver para dos días, porque son pocas velas. A partir que usted identifica el inicio del patrón,
1598700	1609500	pero si el inicio del patrón fue ayer, ya le quedan solo 24. Por eso es importante identificar
1609500	1614540	en, digamos, qué tan desarrollado está el patrón. Ese a comenzar va,
1616980	1624020	pero no va a comenzar hasta que el ADX se gire a la baja. Sigue con pendiente positivo. Entonces,
1624020	1630580	por lo tanto, yo sigo creyendo que es fuerza que es para seguir cayendo. Si quisiéramos operar el
1630580	1637660	long, entonces hay que esperar a que el ADX se gire a la baja como en el anterior. Claro,
1637660	1643620	porque como nosotros buscamos probabilidades más altas, no certezas, certezas no vamos a tener,
1643620	1650100	porque hay que decir la verdad, la certeza no la vamos a tener. Sin embargo, podemos tratar de
1650100	1658020	identificar que, como que los planetas se alinean y entramos ahí. Mientras tengamos duda, es mejor
1658020	1666340	esperar. La segunda, aquí en el trading view hay, en la parte de abajo también dice rangos,
1666500	1675380	los rangos para qué me sirven. Mejor muéstramelo, porque cuando me dice rangos, son en el precio.
1687380	1692380	En cualquier gráfico, no. Solo para entender aquí, pues no.
1697340	1709340	Cuando por aquí salía, eran rangos. No sabía dónde la movía. Pero me decía rangos, y luego aquí los días salen.
1711340	1719340	Ah, ya sé lo que se refiere. Es la forma de analizar los periodos de tiempo en trading view,
1719340	1724340	pero esas son herramientas de trading view. O sea, por ejemplo, si usted analiza en MetaTrader,
1724340	1732340	Bitcoin, exactamente, trae otras herramientas. Yo uso trading view, pero no necesariamente tienen que usar trading view.
1732340	1738340	Ustedes, es como hay gente que me dice que analiza Bitcoin en temporalidades de 12 horas.
1739340	1745340	O sea, así se puede, pero yo no lo hago porque yo ya tengo bien probada mi estrategia en gráficos
1745340	1752340	de una hora, de cuatro horas, diario, semanal, mensual. Entonces, esa es la que yo trabajo.
1752340	1762340	Y ya la tercera, la última. El k-level, como ahora entiendo que, cuando lo ponemos ahí, supongo que es la línea.
1764340	1768340	Sí, el punto 23 que le llamo yo.
1769340	1777340	Entonces, eso que, porque por ejemplo, aquí ya me pasó esa línea. ¿Eso qué significa? El valle rojo ya lo pasó.
1778340	1786340	Ok, el valle rojo no tiene nada que ver con el punto 23. El punto 23 está asociado a la ADX.
1787340	1794340	Lo que pasa es que yo he juntado los indicadores, pero digamos que yo los voy a separar. Estos son indicadores independientes.
1795340	1799340	Ah, bien. Ah, entonces es así, sí. O sea, entonces en el ADX...
1800340	1801340	Se me fue para arriba.
1802340	1803340	La curva.
1803340	1806340	Sí, mire, se me fue para arriba y se me fue también el punto 23.
1807340	1812340	Si analizamos esto, tal cual como está, que podría yo dejarlo aquí arriba, pero no me gusta porque se ve feo.
1813340	1816340	Básicamente le estaría diciendo que tiene fuerza para abajo.
1817340	1825340	Fuerza para abajo. Y cuando esto salga por debajo de aquí, el precio va a lateralizar. Va a haber baja volatilidad.
1826340	1829340	Ahora, arrastrado. Solo lo arrastras.
1830340	1836340	Entonces, yo lo que hago es agarrarlo y ponerlo aquí abajo, para que no me ensucie el gráfico, el precio.
1837340	1841340	Pregunta.
1842340	1851340	Aquí tenemos otra pregunta en línea. Dicen, ese patrón en cuatro horas se ve como que crea un valle verde y el precio lateraliza o sube a la EMA de 55.
1852340	1858340	Mi pregunta es, ¿cómo se vería ese movimiento en el gráfico de una hora? Porque asumo que debería de tener varios valles.
1859340	1863340	En el de una hora. Buscamos un ejemplo.
1863340	1866340	Pero básicamente, ¿sí como está ahí?
1867340	1871340	A ver, permítanme que no lo haya en la bolilla.
1875340	1878340	Vaya.
1879340	1884340	Este patrón es el que se va a repetir en el gráfico de cuatro horas.
1884340	1892340	Es el que está ahí. Entonces, como nosotros no sabemos el futuro, nosotros no podemos entrar en short aquí.
1893340	1901340	Porque, por ejemplo, aquí, que se guíe con pendiente positiva, no nos podemos adelantar al short porque si el monitor ya se está girando la alza,
1902340	1906340	aunque tenga una pendiente positiva en la de X, lleva a la EMA de 55.
1906340	1914340	Entonces, como yo estoy en un gráfico de una hora, aquí tengo que determinar yo en tiempo presente porque yo dos flechas no pongo.
1915340	1918340	Aquí una sola flecha voy a poner aquí en el tiempo presente.
1919340	1921340	Entonces, me interesa saber qué pasa aquí atrás.
1922340	1931340	Si tiene fusión positiva, no nos podemos adelantar al short porque si el monitor ya se está girando la alza, aunque tenga una pendiente positiva en la de X,
1932340	1934340	entonces me interesa saber qué pasa aquí atrás.
1935340	1942340	Si tiene fuerza, si tiene dirección, si ya pasó el tiempo, aquí hay muchos que se están metiendo en short y van a perder.
1943340	1947340	Y me van a decir, no, pero si ese es el patrón de Jaime. No. No.
1948340	1953340	Porque la temporalidad más importante es la del gráfico de cuatro horas, no esta.
1954340	1957340	Esta es importante si estuviera en 15 minutos.
1958340	1962340	Es decir, en el gráfico de una hora está viendo aquí un short.
1963340	1971340	No puede ver un short ahí porque en la temporalidad de cuatro horas le está diciendo que ese fractal se va a repetir en cuatro horas.
1972340	1976340	Es decir, esto, esto se va a repetir aquí.
1978340	1980340	Porque el patrón está en desarrollo.
1981340	1984340	Entonces, esto es para arriba hasta más o menos esa zona.
1985340	1990340	Entonces, si en el de cuatro horas, que también es Futuros, que me marca la tendencia, la parte principal,
1991340	1996340	estoy diciendo que esto es para arriba, aunque en el gráfico de una hora me esté dando entrada bajista,
1997340	2000340	no voy a entrar porque voy contra la tendencia, contra este pedacito pues.
2001340	2004340	Recuerden que en un gráfico de cuatro horas esto puede ser pequeño,
2005340	2008340	pero si yo me voy a un gráfico de 15 minutos, esto se vuelve enorme.
2009340	2011340	Sí, en velitas.
2015340	2018340	Ah, que tomemos café, dicen.
2019340	2021340	Vamos a tomar un cafecito.
2026340	2028340	Más tarde, es que me están indicando ahí.
2029340	2030340	Seguimos.
2035340	2037340	Ok, vamos a parar unos diez minutitos.
2038340	2043340	Revisen el documento, los que están en línea, porque esto lo tienen por escrito ustedes.
2044340	2048340	También lo vamos a seguir estudiando hasta que quede claro, ¿de acuerdo?
2049340	2052340	Y cortamos aquí y nos vemos en diez minutitos más.
2060340	2061340	Voy a repetir, ¿de acuerdo?
2062340	2065340	Sólo denme diez minutos, porque los estoy leyendo los que están en línea.
2066340	2071340	Amigos, los que están en línea, no se preocupen que voy a retomar los últimos cinco minutos
2071340	2075340	previo al break, porque se nos cayó el internet un momentito.
2076340	2082340	De todas maneras, yo de aquí no me voy hasta que usted se vaya prendido, así de fácil.
2083340	2085340	Yo no termino a las dos de la tarde de aquí.
2086340	2089340	Aquí no vamos a quedar hasta que ustedes me digan que sí, que ya entendió.
2090340	2091340	Si no, no nos vamos.
2092340	2093340	Tanto los que están en línea como ustedes que están en presencial.
2094340	2095340	Así me quedé solo aquí.
2096340	2098340	Pero es que vamos a aprovechar el tiempo.
2098340	2103340	Entonces, vamos a recuperar esos cinco minutos y vamos a resolver la duda que tienen
2104340	2105340	por lo que yo estaba explicando.
2107340	2110340	Entonces, voy a esperar que se vayan conectando los demás
2112340	2113340	en lo que están en línea.
2115340	2116340	Y vamos a ir despacio.
2117340	2123340	Pero no, miren, es que nos estamos adelantando en términos de calcular stop.
2124340	2125340	Por ejemplo, para futuros.
2125340	2132340	Nos estamos adelantando porque eso, incluso la gente más experimentada.
2133340	2136340	Yo tengo más de siete años viendo el mercado y comete errores.
2137340	2139340	Y ya les voy a mostrar uno y con ese voy a comenzar.
2140340	2145340	Les voy a mostrar un error en donde puede ser que el error fue mío como especulador
2146340	2147340	o de mi estrategia.
2148340	2153340	Pero quiero que lo vean porque a la hora de calcular el stop suele pasar
2154340	2160340	que nos saque el stop y sube o nos saque el stop y cae.
2161340	2163340	Como que ya saben donde está nuestro stop.
2164340	2166340	A veces se les cambia.
2167340	2172340	Pero el que yo les voy a mostrar tiene una particularidad fundamental
2173340	2174340	que no podemos controlar.
2175340	2176340	Sí.
2177340	2181340	Brenda, ¿cuánto llevamos en línea?
2181340	2184340	Brenda, ¿cuánto llevamos en línea?
2185340	2189340	Es que son como seiscientos y algo.
2190340	2195340	Ah, pues no, voy a esperar a que se conecten.
2196340	2197340	Se fueron.
2198340	2201340	Los voy a esperar a los demás.
2202340	2207340	El segundo patrón de entrada.
2207340	2208340	Estamos activos, dice Sebas.
2209340	2210340	Leonardo.
2211340	2214340	¿Por qué el POCA cambia según la temporalidad?
2215340	2219340	Amigos, yo, bueno, eso ya lo expliqué y lo voy a volver a explicar,
2220340	2224340	pero sí necesitamos prestar atención porque no vamos a terminar.
2225340	2226340	O sea...
2232340	2233340	Claro.
2233340	2237340	Los que se vayan conectando los estoy esperando porque voy a volver a explicar
2238340	2241340	digamos los últimos cinco minutos antes del break.
2242340	2243340	Por eso los estoy esperando.
2244340	2248340	Deberían de ser en el chat como seiscientos y algo.
2249340	2251340	Y hay ciento ochenta y tres, me dicen.
2252340	2255340	O sea, los demás están con el café todavía en la mano.
2258340	2259340	Ahí está.
2259340	2262340	Hayme, después de cuántas velas se considera un patrón?
