start	end	text
266920	273560	sé cómo multiplicar el dinero a partir de que usted tiene un poquito de dinero no importa lo que
273560	281000	sea la cantidad no importa pero partimos de la idea que usted ya tiene un poquito de dinero ahora
281000	288960	si usted está aquí porque no tiene nada y quiere que yo le enseñe a ganar a partir de nada
290000	296480	está en el lugar equivocado porque yo no sé hacer eso yo lo que sí sé hacer es hacer crecer
296480	302720	un capital que el capital sea mil dólares sean cien dólares sean cien mil un millón un billón
302720	307560	a mí no me importa ese capital va a crecer si usted pone atención lo va a lograr de acuerdo
307560	312920	recuerde que no está pagando de un solo centavo usted aquí pero la información que le voy a dar
312920	323080	funciona mire una cosa que de las que considero yo que son más difíciles de aprender es de saber
323080	330680	principalmente quién es uno yo soy una persona y voy a comenzar conmigo soy una persona que me gusta
330680	340280	que las cosas difíciles hacerlas simples para la para alguien que el trading lo ve difícil yo
340280	346040	se lo voy a enseñar simple ese soy yo a mí me gusta que las cosas difíciles sean simples
346040	352840	fáciles no simples si ese soy yo ahora si me pregunta cómo me llamo yo Jaime Merino soy
352840	358440	salvadoreño tengo un canal de youtube se llama trading latino y estamos aquí listos para aprender
358840	364840	de ahí mire el objetivo de nosotros como le comenté es ganar dinero pero multiplicando lo
364840	371800	que ya tenemos vamos a comenzar con esto yo ayer en el streaming de ayer si no lo vieron ustedes
371800	379160	lo que quieren es hacer esto tener un nivel de acierto como este porque esto yo lo hizo
379160	385280	ayer lo hice ayer y lo abrí con toda la gente que estaba conectada en mi canal de youtube si
385280	391480	usted se fija hoy el mercado me da la razón a mí de que el precio de bitcoin iba a caer y yo le
391480	396640	pongo una sola flecha eso es lo que vamos a aprender a hacer o sea este es el objetivo
398040	409360	aquí tengo 1 2 3 4 5 6 7 8 9 10 11 12 13 14 operaciones abiertas y de las 14 hay 3 malas y 11 buenas
409360	418240	lo primero que vamos a aprender es esto nunca le van a salir bien todas de esas 14 hay 3 que
418240	426440	están malas y 11 que están buenas es decir nosotros siempre vamos a perder los stock ahora
426440	434200	vamos a manejar el riesgo ahora mire yo le voy a mostrar estos paper trading verdad esto es lo
434200	440080	que vamos a hacer nosotros hoy vamos a practicar antes ni se le ocurra meter dinero en este
440080	446040	momento porque nosotros no estamos haciendo eso aquí verdad que no nosotros vamos a comenzar a
446040	454960	estudiar sólo que déjenme ver que no me deja no me deja bajar esta cosa y bien listo los gráficos
454960	461760	normalmente cuando no tienen nada está así como está en pantalla antes de comenzar con gráficos
461760	469480	le voy a sacar le voy a poner a usted lo más importante yo ya lo tengo aquí lo tengo lo tengo
469480	475800	acá acá comenzamos con el contexto eso no eso no acá lo tengo con el contenido no con el contenido
475800	482000	que tengo listo para trabajar con usted yo tengo un índice que es el que tenemos listo para trabajar
482000	487120	que es este que está aquí pero no lo vamos a hacer en orden porque ese orden no es el correcto el
487120	494360	correcto es el que yo tengo del 1 al 10 numerado hasta el final que es este que está aquí los que
494360	501000	están en rojo son los que no le voy a poder enseñar esos ya va a ver usted por qué no se
501000	511920	lo voy a poder enseñar esta esta tarde están enumerados del 1 al 10 es decir el 1 es el más
512040	523040	importante de todos ese es el más importante de todos después estudiamos el 2 el 3 el 4 el 5
523040	532080	y así sucesivamente de acuerdo perfecto miren esto es lo primero que vamos a trabajar para esto
532080	539640	yo he resumido siete años de experiencia en una sola hoja en una sola hoja permítame que aquí
539640	550760	vamos a ir viendo si me están espameando el esto se va a complicar porque me están espameando
552680	560180	qué quieren pues es que ese era el punto de las preguntas yo voy a tratar de ignorar lo más que
560180	566560	pueda ponga atención hombre antes de estar pidiendo documentos se los voy a dar pero ponga
566560	572520	mi atención se recuerde que el principio le dije présteme atención hombre paciencia
574880	579840	la gestión yo no yo le voy a poner miuda esto somos como 12 mil que están yo lo voy a poner
579840	586280	miuto y ya está yo no quiero líos yo quiero ser feliz si yo quiero enseñar voy no va a llegar
586280	593840	un momento en que vamos les voy a dar oportunidad para que pregunten mire la gestión del riesgo
593840	604840	dice la gestión adecuada del riesgo es la regla más importante es esta en el trading de
604840	609480	criptomonedas porque yo me dedico únicamente al trading de criptomonedas sin embargo también
609480	615040	operó acciones índices y commodities pero yo no le voy a enseñar eso a usted porque si usted puede
615040	620680	operar este mercado el otro es más fácil esto implica limitar el tamaño de tus operaciones
620680	625720	para evitar pérdidas significativas y utilizar órdenes de esto los para proteger tu capital
625720	633880	ejemplos claros desde que estábamos como en 16 mil dólares en bitcoin o en 17 18 19 todos somos
633880	639800	testigos aquí que yo estuve insistiendo que no se metieron en short entonces si la gente no usó
639800	646880	los esto los seguramente quemó cuentas enteras completas lo perdió todo de acuerdo bien entonces
647240	653920	esta es la parte más importante yo ese documento lo tengo aquí arriba pero es este que está acá
653920	665160	pero este resume todo de acuerdo este resume el 50% de todo el conocimiento adquirido en 7 años
665160	672960	yo voy a pasar por este documento que tengo acá lo tengo se ve un poquito borroso lo tengo aparte
672960	678000	con una mejor calidad yo creo que usted lo pueda ver bien porque quiero que usted lo tenga ahí
678760	688320	y está así yo creo que ahí se ve bien va a mirar la distribución del capital por tiempo y
688320	701360	cartera présteme bien atención aquí tengo tiempo mensual semanal diario 4 horas y una hora en este
701360	708280	documento se especifica el tiempo que corresponde a la velita es decir a esta
711200	720560	esta velita puede ser una velita mensual semanal diaria cuatro horas o de una hora en los libros
720560	727880	normalmente usted lo va a ver como precio máximo mínimo apertura y cierre pero eso en la vida real
727880	737680	no sirve qué cosa no sirve 2 primero los colores están mal el precio no tiene color de acuerdo y
737680	745760	segundo en el libro tampoco muestran ni el volumen ni el tiempo que ese es un tremendo error para
745760	751800	hacer proyecciones para analizar está perfectamente bien pero para hacer proyecciones no sirve y
751800	757560	nosotros ganamos con proyecciones que nos permiten obtener resultados de acierto como el que les
757560	764160	estoy mostrando yo en este momento porque luego luego me dicen que yo como que yo voto el mercado
764160	769720	no no no no es eso es que es una estrategia que tiene un nivel de acierto bastante bueno
769720	780160	si se sabe aplicar bien perfecto entonces volvemos a este documento y dice así por la parte alta
780160	787400	tenemos el tiempo es decir esto podría significar para nosotros una vela mensual esa vela mensual
787560	797400	es para hold que significa hold para nosotros nunca vender lo único que hacemos es que después de
797400	808400	que cae compramos más bitcoin estamos hablando de bitcoin no de otra cosa ahora paréntesis si
808400	819200	todavía usted no tiene cuenta porque pareciera ser que algunos no tienen cuenta en la página se
819200	825160	les dejó un link para que puedan crearse una cuenta en trading view porque es el que yo utilizo
825160	830080	desde hace como bueno toda la vida he utilizado ese y ese lo voy a seguir utilizando y no me
830080	836440	están pagando nada ahora también operan bien ex y les he dejado el link ahí para que ustedes
836440	844880	se creen la cuenta si no la tiene hay que hacerlo yo le muestro aquí si usted va al botón ese que
844880	850840	yo le dejé o si no vaya directamente a la cuenta de venex si la va a crear ahí o si se va a ir a
850840	857600	otro exchange está bien pero quiero decirle que si en el código de referido ahí usted le usted le
857600	865040	deja así como tradin latino para los que están aquí de mi comunidad privada va a tener acceso a
865040	875400	todos los análisis que son gratuitos míos en el en el fit de venex va a ser gratuito si usa este
875400	882600	código si no lo usa no lo no los va a poder ver es imposible yo le puse ese filtro entonces pero
882600	888680	si ya tiene cuenta no es necesario crearse otra quédese con la que tiene otro punto bueno trading
888680	893040	view tiene que tener una cuenta de trading view porque si no no vamos a poder practicar entonces
893040	900800	trate de hacerlo trate de hacerlo de crearse las dos cuentas la de la del exchange de su preferencia
900800	906960	y si no tiene pues entonces en venex porque allí le voy a explicar yo pero los demás exchange como
906960	911800	tienen herramientas similares algunas cosas van a ser diferentes pero ya usted sabrá cómo moverse
911800	917960	en los otros exchange y en trading view pues básicamente usted abre la cuenta y esto lo va
917960	925160	a ver exactamente igual como está ahí o sea no tiene nada bueno el color es oscuro pero a usted
925160	930040	le va a parecer blanco si usted quiere lo cambia y hasta mientras tanto yo voy a ir continuando
930040	938240	permítame lo llevamos acá entonces en el mensual nosotros vamos a comprar únicamente aquellos
938240	945200	proyectos que conocemos y en donde estamos prácticamente seguros que no vamos a perder
946120	947640	cuál es esa cripto
949440	958560	bitcoin nada más yo le he puesto como referencia aquí nunca se vende y me van a decir jaime pero
958560	967440	tú has dicho que si se vende permítame ponga mi atención mensual es hole nunca se vende y en el
967440	974760	tipo de almacenamiento vamos a utilizar almacenamiento en frío vamos a comprar
974760	980840	únicamente por proyecto y la inversión de un total del capital que usted tenga y no me importa
980840	988800	si son 100 dólares mil 10 mil 100 mil 1 millón 1 billón o lo que tenga va a ser del 40% por qué
988800	996600	razón porque de izquierda aquí le puse de izquierda a derecha el riesgo se multiplica qué quiere decir
996600	1004640	entonces que a medida nosotros vayamos bajando la temporalidad el riesgo de perder dinero se
1004640	1013720	vuelve más alto hasta el punto de llegar a futuros y en futuros están más manipulados que
1013720	1019680	otra cosa principalmente por los exchange porque los exchange en gráficos de cuatro horas y en
1019680	1024680	una hora ellos pueden llegar a mover el precio calculo yo dependiendo del volumen que manejen
1024960	1032600	entre unos creo que 300 a 500 dólares un exchange lo podemos ver porque recuerde que ellos tienen
1032600	1040760	los bitcoin que usted les depositó a ellos porque ellos son custodios les guste o no les guste son
1040760	1048840	custodios porque la gente deposita sus bitcoin reales y ellos a usted únicamente le ponen el
1048840	1055360	numerito en una aplicación pero ellos con esos bitcoin usted no sabe qué están haciendo si yo
1055360	1060360	soy el exchange y yo sé que toda la gente tiene los esto por debajo de 70 mil dólares y puedo
1060360	1066960	vender yo hago mis cálculos del volumen que tengo y puedo vender 7 mil o 10 mil bitcoin de golpe y
1066960	1073480	le pego un mechazo bajista para ir a liquidarlos a todos lo voy a hacer porque yo gano liquidando
1073480	1081140	gente de acuerdo si yo fuera el exchange entonces por eso de izquierda a derecha el riesgo se
1081140	1091000	multiplica bien mensual hold nunca se vende almacenamiento en frío se compra por proyecto
1091000	1099320	y un 40% de capital aquí me detengo y paso a la cámara principal para explicar qué es esto de
1099320	1110560	almacenamiento en frío mire usted en internet va a encontrar mucho marketing de qué billetera
1110560	1118240	fría comprar qué cosa es una billetera fría mire yo he sido usuario de varias esta no es publicidad
1118240	1123600	usted puede comprar la que le dé la gana yo al final bueno de hecho está ya no lo ocupó esta es
1123600	1131200	una vez es una ledger la versión todo el mundo se las muestro acá esto es un dispositivo quiero
1131200	1139040	ver se ve o no se ve si podemos ok este es un dispositivo de almacenamiento en frío es decir
1139040	1150360	que usted aquí puede mantener sus bitcoin y nunca venderlos sólo asegúrese ya sea de no perder esto
1150840	1158400	o de no perder las 24 palabras de recuperación de esto porque si esto se pierde usted puede
1158400	1166320	recuperar su diner todo pues con esas 24 palabras aunque yo esto lo tire no sé se caiga en un avión
1166320	1176560	se vaya al mar o lo que sea con una ledger podría recuperar pues toda la data porque la data está en
1176560	1183800	la blockchain no está aquí ahora aquí lo que tenemos nosotros es el acceso físico
1185560	1193480	pero el dinero está en el mundo en qué parte no se sabe simplemente existe en una cadena de
1193480	1205920	bloques descentralizada y ya usted puede olvidar esto votarlo no sé se lo perdió ya está y con
1205920	1212240	esas 24 palabras usted recupera su dinero en cualquier parte del mundo ahora si pierde las
1212240	1219760	24 palabras pero tiene esto su dinero no está perdido con esto lo recupera bien este es una
1219760	1231280	ledger aquí por ejemplo tengo la tresor este es otro dispositivo similar a ledger sólo que ledger
1231280	1238800	tuvimos problemas recientemente porque ledger es una empresa que al parecer puede tener acceso a
1238800	1243880	las palabras semillas no a las palabras de recuperación y pues eso no nos da mucha confianza
1243880	1250240	porque no es de código abierto voy a tratar de no utilizar mucho lenguaje técnico como código
1250240	1256200	abierto o cerrado pero sólo quiero que entienda que un código abierto es auditable por la
1256200	1263320	comunidad es decir que cualquier programador puede ir a github y revisar el código de lo
1263320	1273600	que está haciendo tresor entonces ya les mostré un almacenamiento en frío este es ledger aquí está
1273600	1281200	tresor que funciona básicamente igual aquí son 12 palabras más uno un pin igual se puede perder
1281200	1287320	y con las 12 palabras recupera todo lo que tenga en la blockchain le voy a mostrar otra más que
1287320	1291920	es esta que está acá esta nueva ni siquiera la he abierto que me la regaló un buen amigo
1293240	1297040	esta se llama be se las pongo aquí repito se llama
1300520	1310120	ahí está visit vault de acuerdo es me gusta la tecnología que tiene también es de si no me
1310120	1315880	equivoco también es de código abierto y esto lo que hace es que utiliza unas memorias
1317800	1323600	de las pequeñitas estas sd para guardar un punto dat para los que tienen un
1323600	1327880	poquitito más de conocimiento sólo sólo se lo dejo saber cuando nosotros montamos un
1327880	1329640	un
1332600	1340560	ahí lo tengo yo el core el bitcoin core él le genera un punto dat punto dat es una
1340560	1346640	extensión de un archivo como el de word por ejemplo que es punto doc de o c pues este le
1346640	1352600	genera un punto dat eso le permite a usted con ese archivito recuperar la información de esto en
1352600	1356840	cualquier otra computadora en cualquier parte del mundo también sólo que necesite ese archivo y
1356840	1362440	usted lo encripta con una palabra de recuperación que sólo usted conoce como carlos que dice to the
1362440	1369080	moon imagínese que la palabra de recuperación de ese archivo punto data es to the moon de acuerdo
1369080	1375520	entonces aunque alguien tenga el punto dat cuando lo trata de cargar para recuperar la data que está
1375520	1380680	en la blockchain no lo va a poder hacer si no conoce la paz phrase o sea la la la como la
1380680	1388560	palabra de recuperación de acuerdo y hay diferentes precios por ejemplo mire yo aquí tengo mis mis
1388560	1395040	tarjetas de presentación se las muestro mire ahí estas son mis tarjetas de presentación yo voy a
1395040	1404520	sacar una y le voy a mostrar a usted que incluso esta es mi esta es una billetera fría ya se la
1405120	1411800	mire esa es mi tarjeta de presentación si se ve ahí dice jaime merino y entonces la velita es
1411800	1421440	es fuerte ahí está pero qué pasa si le doy vuelta mire lo ve ahí fíjese bien le voy a explicar esto
1421440	1429840	parece tan simple poder guardar sus sus bitcoin esta específicamente únicamente esta es una
1429840	1436720	tarjeta de presentación solamente uno le puede meter la cantidad que yo le especificé ahí permita
1436720	1446560	ahí 0.01 btc eso es todo lo que le puede meter ahora si yo le doy vuelta usted va a ver ahí permítame
1447720	1452800	es decir porque les digo porque es importante que conozcan varias opciones de tarjetas de
1452800	1460760	presentación perdón detrás ahí está mire esta si usted la mira bien ahí tiene el código público
1460760	1467520	para depositar los bitcoin usted no vaya a depositar nada por supuesto y tiene esta esta parte que está
1467520	1477160	aquí esta parte que está aquí cuando la quita aparece la clave privada mire ve esta es la clave
1477160	1483960	privada ahora qué es lo que pasa uno perfectamente puede luego bueno yo le voy a volver a poner esta
1483960	1491680	que la clave pública vuelvo a tapar aquí y ya está ahora de eso tengo un montón pero fíjese aquí
1491680	1498960	hay una gran diferencia voy a raspar esto esta parte se raspa permíteme esta parte que está
1498960	1506480	aquí se raspa mire esta esta parte se raspa yo la voy a raspar en este momento digamos que
1506480	1516080	voy a hacer uso del dinero que tengo ahí y voy a pasar desapercibido por no sé por me la llevo
1516080	1522000	en la cartera joder necesito una moneda no tienen cinco centavos que me presten ahí
1524280	1531840	la de bitcoin entonces vamos a raspar aquí como que fuera una cosa que para que me entiende cómo
1531840	1536800	funciona esto yo solo doy opciones usted es el que toma la decisión final de qué cosa es una
1536800	1544960	billetera fría para que usted me entienda bien ahora que ya lo raspé aquí aparece toda la data
1544960	1552840	con este código que está aquí es el código que usted le permite tener acceso a los fondos junto
1552840	1564400	con la clave privada aquí no hay semillas entendió bien aquí no existen semillas este es un bit bit
1564400	1574040	38 si no me equivoco sí verdad bueno tendría que ser un bit correcto correcto un bit 38 es decir
1574040	1583920	esta es una billetera fría en donde usted le puede meter los bitcóin y ya está mientras
1583920	1590240	mientras esto que esté aquí amarillo no se lo vayan a robar o vaya a perder la tarjeta y ese
1590240	1595800	es el problema no que si esta tarjeta se la llegan a robar a usted es como que se le hayan
1595800	1601960	robado un lingote de oro tal cual aunque es pequeña decir hay muchos lugares donde usted
1601960	1607920	la podría esconder no pero yo solo le doy opciones de qué cosa es una billetera fría desde una
1607920	1616480	tarjeta de presentación que es la que yo uso la le doy vuelta una tarjeta presentación la ledger
1618000	1619040	una tresor
1621840	1628840	la btc volt aquí una bc volt
1631960	1636200	un paquetazo de puras tarjetas de presentación ok
1638920	1645440	entonces ahora nosotros ya tenemos claro que tenemos muchas opciones para poder guardar
1646400	1654200	a largo plazo los bitcóin las billeteras de papeles pero que no lleguemos a esos puntos
1654200	1659240	tampoco no lleguemos a billeteras de bueno yo voy a dar mi clase si usted quiere comprar billeteras
1659240	1665520	de papel de papel adelante pero pero yo estoy hablando de comprar bitcóin para para para
1665520	1675160	para dejársela a mis hijos a mis nietos entonces porque estoy aquí estoy aquí mensual hole nunca
1675160	1682120	se vende y yo en un pedazo de papel no le confío de acuerdo almacenamiento en frío nos va a servir
1682120	1688840	tanto para el semanal el almacenamiento que les acabo de enseñar y el mensual aquí nunca se
1688840	1694720	vende y aquí es donde viene la ya ya lo bonito no porque en la primera parte usted ya entendió
1694720	1701360	sólo compra y compra y compra y nunca vea le he dado algunas opciones de billeteras frías que
1701360	1707680	usted puede utilizar yo no le voy a decir cuál utilizo yo porque no quiero hacer de esto publicidad
1707680	1714320	a ninguna marca en específico sólo están las opciones hay hay una que se llama safe pal por
1714320	1720520	ejemplo hay otra que se llama es un cheque
1725840	1733120	mire la original viene así esta es una tarjeta de presentación pero por ejemplo si usted quiere
1733120	1742720	la original viene así es porque estas estas y no se la puedo mostrar pero le voy a mostrar
1742720	1746480	la parte de atrás esta si es metálica y es bañada en oro
1748280	1753320	este es plástico porque es una tarjeta de presentación este bañada en oro pero tampoco
1753320	1760680	le voy a dar vuelta si en todo caso si yo le diera vuelta lo que haría es hacer pública mi billetera
1760680	1767360	la dirección pública para que la gente me pueda depositar pero la privada está dentro del papelito
1767360	1772280	que le quitamos a esta que ya le expliqué no voy a volver a explicar eso de acuerdo
1773480	1783780	entonces luego uno la coloca así por protección y la esconde donde a usted mejor le parezca en su
1783780	1792680	casa no en la casa de su abuelo no sé esta esta si ya acepta todo tipo de criptomonedas usd t usd
1793680	1804800	hasta memes esta no esta es específicamente para 0.0 cuando le dije 0.001 de btc no le puede
1804800	1812480	depositar más ni tampoco ningún otra cripto aquí si es de la misma empresa solo que este es el
1812480	1819120	producto top y esta otra son tarjetas de presentación de acuerdo bien lo importante es que usted tenga
1819120	1822560	claras las opciones que hay el cheque la verdad es que no lo voy a encontrar
1829280	1835000	yo creo que con esas que le enseñé está bien de acuerdo yo creo que con eso está bien vamos
1835000	1844720	a pasar al siguiente punto gráfico mensual vamos largo plazo entonces se vende cuando
1844720	1853520	tiene patrón de venta recuerde que en un gráfico semanal nosotros vamos a llevar
1853520	1860360	únicamente un 30% de capital por qué porque en un gráfico semanal nosotros vamos a vender
1860360	1873720	cuando tengamos el patrón de venta en el semanal nosotros somos holders no somos traders de largo
1873720	1882560	plazo porque cada tramo cada tramo cada proyección que se hace dura tres meses aproximadamente no
1882560	1891440	todo el digamos no toda la tendencia sino cada tramo en el ejemplo en la onda 01 le puede durar
1891440	1898680	tres meses la onda 2 o 4 que son retrocesos de eliot los que usted ya conoce de los cinco impulsos
1898680	1904000	y si no ya lo vamos a ver pero pero vamos nosotros suavecito sólo son esos retrocesos
1904000	1910320	y pueden llegar a durar hasta tres meses por lo tanto nosotros vamos en el semanal a largo plazo
1910320	1916000	y se vende cuando tiene patrón de venta el patrón de venta lo vamos a estudiar hoy mismo
1916000	1923720	de acuerdo de tres a seis meses aproximadamente frío el tipo de almacenamiento almacenamiento en
1923720	1931320	frío usted ya lo conoce porque ya se lo mostré yo en esta clase usted sabrá en qué empresa confiar
1931320	1940000	de acuerdo yo ahí si no le puedo decir ningún a la otra se llama esta otra se llama ya te digo
1940000	1949480	ballet así tal cual donde estoy estoy aquí así usted le pone ballet cripto y ahí va
1949480	1961200	yo no tengo partner con ninguno porque pues yo tengo mis propios nodos sin embargo el
1961200	1965480	almacenamiento en frío más accesible para las personas de nivel básico e intermedio
1965480	1969720	simplemente son esas que yo le he mostrado de acuerdo bien
1972920	1979440	qué tipo de análisis vamos a utilizar nosotros en el gráfico semanal a largo plazo y solo
1979440	1985080	vamos a vender cuando tengamos patrones de venta las criptos se van a mantener en una
1985080	1994360	billetera fría vamos a invertir ahí en esa cuenta un 30% de capital en donde cada tiempo
1994360	2003400	es una billetera billetera largo plazo billetera semanal es decir esta es una billetera fría y
2003400	2011600	esta es otra no es la misma porque si le roban esto está no le van a robar el 40% le van a
2011600	2018120	robar el 70% si llega a perder esa lo más importante en lo que le estoy explicando porque
2018120	2024640	si llega a perder ni siquiera en el mercado sino porque le robaron una sola billetera fría va a
2024640	2029920	tener líos por lo tanto por ejemplo usted puede usar tres horas aquí y aquí puede usar cualquiera
2029920	2038120	otra de las que le mostré pero se pare criptos solo bitcoin repito criptos en el semanal solo
2038120	2045360	bitcoin whole largo plazo entiende bien yo sé que sí bien seguimos 30% de capital porque porque
2045360	2052080	entre más a la derecha vamos la probabilidad de perder es más grande de guardo entonces incluso
2052080	2057760	mensual y semanal yo le diría que son de las mejores opciones que usted tiene para invertir
2057760	2065960	con un menor riesgo siempre y cuando no se meta en cosas extrañas memes tokens cosas
2065960	2075280	raritas que le anden vendiendo 30% capital carteras separadas físicamente separadas repito
2075280	2081920	físicamente separadas yo por ejemplo tengo una donde sólo tengo bitcoin tengo la otra donde tengo
2081920	2085040	dot por ejemplo tengo neo tengo la icone
2090040	2097000	no me acuerdo y por qué porque estas están escondidas de acuerdo bien ahora vámonos hasta
2097000	2102520	aquí creo que no hay dudas pero después de este cuadrito porque este es el 50% de todo si usted
2102520	2110120	aquí tiene dudas no podemos avanzar esto tiene que quedar claro bien a partir de aquí a partir
2110120	2118960	de aquí nos olvidamos del almacenamiento en frío y pasamos a las hot wallets cuáles son todas las
2118960	2126760	que tienen acceso a internet principalmente el exchange esa es una hot wallet es decir el
2126760	2134400	exchange es un punto de encuentro y una cómo le diría esto
2135040	2146080	es como el foco de atención de todos los hackers de acuerdo es como el foco de atención de los
2146080	2153640	hackers los exchange por eso son tan peligrosos porque a veces en serio los hackean o se auto
2153640	2159920	hackean y se declaran en bancarrota eso nunca lo sabré el punto es que aquí estamos en spot
2159920	2168040	mensual spot semanal spot pero ya no estamos en billetera fría estamos en el exchange
2169440	2177480	en el exchange bien cómo vamos a hacer con el exchange mire yo me paso a esta cámara en
2177480	2185200	este momento y voy a abrir mi cuenta del exchange de acuerdo para que usted vea la diferencia entre
2185200	2192080	billetera fría y el exchange le parece bien yo sé que sí o tal vez no pues no sé pero usted ya
2192080	2199040	tiene la cuenta creada lo hacemos juntos de acuerdo siempre en el caso de vnext te deja por
2199040	2205480	teléfono o por correo obviamente usted hágalo por correo porque si está pues si en algún país en
2205480	2217200	donde no lo dejen pues no es que no lo dejen sino que si usted no tiene roaming y anda allá por no
2217200	2223440	sé por china para que le llegue el mensajito de autenticación va a ser un lío es mejor hacerlo
2223440	2229120	por correo electrónico en mi caso yo ya tengo mi cuenta por eso no la voy a crear pero tampoco es
2229120	2235640	que sea una cosa que usted no la pueda crear si mire aquí solo pone su correo electrónico que
2235640	2242120	es este que está que aparece por acá y la contraseña que usted va a definir y esta parte
2242120	2250240	es opcional yo solo le recuerdo si usted quiere no lo ponga si no lo pone no va a poder ver los
2250240	2256880	análisis que yo publico en el feed de vnext no me va a encontrar pues si lo pone si me encuentra
2256880	2263600	si no lo pone no me va a encontrar bien entonces voy a abrir ya el exchange y vamos a abrir la
2263600	2272960	trading view para que vayamos viendo cómo se opera de acuerdo vamos en la billetera diaria spot
2272960	2280800	exchange ahí vamos en este momento de acuerdo voy a iniciar sesión con una cuenta educativa que yo
2280800	2289920	tengo por supuesto para que usted vea el rendimiento en años de que no me acuerdo
2289920	2292920	la contraseña ya no creo
2300440	2301560	y esta sería
2310840	2314240	yo me tengo que acordar de la contraseña
2318080	2319920	porque necesito iniciar sesión
2327000	2330400	y usted inicie sesión también y lo vamos haciendo juntos
2332320	2339360	ahí está yo tengo una clave de confirmación con el two falter authenticator o sea el 12 fa
2340200	2345560	ya va a ver a alguien pregunta si es indirecto por supuesto que es indirecto
2347200	2352800	a mí yo no hago cursos ni vento cursos solo les recuerdo eso yo enseño gratis o no enseño
2352800	2359320	nada bueno porque cerré mi comunidad privada por razones personales bien verificación por email
2359320	2360160	desde aquí
2367000	2370880	recuerde que estamos en vivo así que déme un momento para entrar al exchange
2389320	2395640	que es incorrecto dice permítame
2419320	2439520	un momento por favor que estoy tratando de ingresar a mi cuenta
2449320	2479160	no me acordé es que tengo bastante tiempo de no entrar
2479320	2479800	así que
2483760	2489280	ahorita mismo raso de puesto usted tranquilo usted haga lo mismo trate de ir en
2509320	2536800	y
2536800	2539240	tiene tiene que dejarme entrar porque
2539240	2565480	yo pero que estupidez con razón no me dejaba entrar
2566480	2575360	ay santo dios tan joven esta joven el muchacho 0 67
2580880	2591960	es la juventud es la juventud lo que le afecta bueno punto en mi caso yo ya estoy dentro de la
2592440	2601080	de la plataforma de venex donde vamos a hacer algunas prácticas mire ya tengo la esta plataforma
2601080	2605920	es la que vamos a trabajar y también tengo la plataforma que usted ya conoce que es la
2605920	2611560	plataforma de trading view verdad que este usted la ha visto toda la vida en youtube conmigo de
2611560	2617280	guardo y también ha podido observar los resultados de acierto que hemos tenido a través de mi
