start	end	text
597440	606400	nuestros análisis pueden ser por proyecto, solo bitcoin, dejémoslo ahí, es que en cualquier,
606400	611360	porque podemos hablar de proyectos, pero por el momento se gusta aquí solamente bitcoin,
611360	620800	compramos bitcoin, lo guardamos, almacenamiento en frío, ledger, tresor, la que ustedes gusten,
621200	629080	pero que sea en frío, no lo vaya a tener usted en un exchange, o en truss wallet, o en metamask,
629080	641320	o en no sé, en sparro, eso no, eso no, tiene que estar en frío, 40% de capital,
641320	653920	ya llegamos a la parte de preguntas, en el semanal también vamos a guardarlo en frío,
653920	659560	es decir, en una billetera fría, si hay alguien que no sepa que es una billetera fría, con mucho
659560	665840	gusto se lo explico, de acuerdo, pero yo asumo que ya sabemos, esa partecita, si no yo la explico,
665920	673720	pero luego me dicen, este es largo plazo, en el semanal nosotros vamos más o menos de tres a
673720	682160	seis meses, solo se vende cuando tiene patrón de venta, este patrón de venta nosotros lo vamos
682160	688240	a estudiar y ustedes lo tienen en su documento, es decir, allí está un gráfico donde usted ve
688240	693760	exactamente cuál es el patrón de venta, entonces cuando nosotros veamos este patrón de venta,
694160	700480	vendemos, así sea bitcoin, no nos vamos a quedar aquí, no aquí,
702880	712120	aquí hay un 30%, del 40% no vendemos nada, solo acumulamos, de este 30% lo vamos a ir
712120	718200	tradeando en un gráfico semanal largo plazo en almacenamiento en frío, es decir, tendríamos
718200	727720	que tener como dos tresors, o sea dos dispositivos separados, por lo mismo, porque si agarran uno,
727720	737440	pues el otro lo tienen otro lado, como diversificar esa parte, este 30% de capital es poco probable
737440	743640	que lo vaya a perder, igual que este otro 40%, en bitcoin no creo que perdamos, bueno nadie ha
743640	751080	perdido, nosotros tampoco, a partir de aquí del gráfico diario, aquí se pone ya más difícil,
751080	757560	porque aquí del diario y el de cuatro horas y una hora que lo vamos a trabajar, vamos a ir en spot
757560	767000	en el exchange, por eso le deje una X, spot exchange es en el gráfico diario que es la
767000	774880	tendencia menor, vamos a buscar los mismos patrones y ese es un dinero que tiene riesgo,
774880	787200	más alto de perder, hay exchange que quiebran, los exchange son como un punto rojo, los hackers
787200	793080	están ahí, porque allí está acumulado el dinero, entonces en almacenamiento en frío,
793080	801840	a usted no lo van a andar buscando, o sea en serio, pero los exchange sí, entonces este 20% lo vamos
801840	813160	a tradiar y no lo vamos a sacar del exchange, solamente spot, la proyección de 10 días
813160	823560	aproximadamente por patrón, es decir, por ejemplo ayer yo hice una proyección hasta el 10 de abril,
823560	830520	entonces yo comentaba ayer que yo esperaría a bitcoin entre 61 mil dólares más o menos y ahí,
830520	837080	cuando llegue ahí, vemos si compramos, pero no puedo dejar una orden puesta allí porque yo no sé
837080	842840	cómo va a llegar ahí, o sea no, digamos no juego a ser adivino, mi proyección es hasta ahí, todavía
842840	849440	no ha llegado, creo que 65 lo vimos, más o menos no, ha bajado un poco desde ayer, han pasado unas
849440	858000	12 horas quizás, no ha bajado mucho, pero cuando llegue ahí lo revisamos y vamos a determinar si
858000	864960	se puede comprar o no, eso también lo vamos a aprender, y por último el otro 10% de capital
864960	870560	que nos queda es para la billetera de futuros, cuando hablo de futuros ya estoy hablando de
870560	876320	esperar en cuatro horas y en una hora, es decir, para este mismo día en una hora o para pasado
876320	882400	mañana en cuatro horas, a veces hacemos un mix de las dos cuando el stop queda muy grande en cuatro
882400	890480	horas, nos bajamos a una hora y ajustamos el stop, porque si es un stop de por ejemplo del 10% y
890480	898360	vamos a 5x, el apalancamiento lo que hace es, o sea usted apalanca el riesgo, pero también apalanca
898360	905680	la posible ganancia, de acuerdo, entonces no lo sientan complicado porque esto está fácil, pero
905680	916000	ahora sí, tanto los que están en línea como ustedes, preguntas de esto, de esto, porque vamos a
916000	924000	ir en orden, de esto, necesitamos un micrófono porque si esto no se entiende no voy a pasar de
924000	932120	aquí y no vamos a salir a almorzar, aquí está, esto es lo bueno, si usted tiene bien diversificado
932120	940920	su capital, no va a perder. Buenos días Jaime, con base en tu experiencia en el almacenamiento
940920	949680	frío, ¿recomiendas más Tresor, Ledger o te da lo mismo? No me da lo mismo, lo que pasa es que no
949680	958640	me gusta recomendar marcas, pero yo tengo Ledger desde el 2019 y me fui de Ledger, ahora tengo
958640	964800	Tresor y tengo otra que mañana se las traigo, ¿por qué no quiero hacer publicidad a una marca
964800	973320	en mi específico? El punto es, yo quiero que usted guarde sus suscriptos donde usted confíe, Tresor
974280	981200	es diferente Ledger porque tiene el código en github y eso está abierto a que la comunidad lo
981200	987120	pueda revisar, es decir, si él dice que hace algo yo voy lo reviso, si yo soy programador y él me
987120	994960	está mintiendo yo lo voy a saber, entonces la comunidad está de forma activa revisando el código
994960	1002800	o las puertas traseras que tiene Tresor y si no tiene pues está muy bien, por lo menos Tresor ya
1002800	1012480	ha tenido problemas, pero si lo comparo con Ledger me quedo con Tresor, ahora si lo comparo conmigo
1012480	1019760	yo tengo mi propio nodo, yo no confío en Tresor, ni Ledger, ni nadie, pero para eso si se requiere
1019760	1025720	ya tener una inversión en equipos que no es para todos, no, porque también hay que estar pagando
1027160	1030320	energía eléctrica y todo eso, pero con una Tresor estaría bien,
1031320	1038360	sólo le voy a responder a alguien a Rubén, dice que dé un ejemplo de cómo modificar esa tabla para
1038360	1045760	una persona con experiencia pero con poco capital, nosotros no manejamos, yo allí no he puesto en
1045760	1055120	dólares nada, aquí hay porcentajes, aquí nosotros no nos vamos a comparar unos con otros, nosotros
1055120	1062800	somos amigos, pero fuera de aquí, a ver que somos enemigos en el mercado, porque hay que ser la
1062800	1068480	verdad, este mercado está hecho para perder, entonces principalmente en futuros, esa es una
1068480	1074080	guerra, o sea allí el que se deje lo dejan sin nada, entonces aquí somos amigos, pero ya fuera
1074080	1081680	de aquí no, en el mercado no, de acuerdo, entonces aquí yo estoy manejando porcentajes, no importa si
1081680	1087760	tiene 100 mil dólares, un millón o un billón, o si tiene 10 dólares o si tiene 100, son porcentajes,
1087760	1096600	entonces no es el capital, es la gestión, pregunta de esto, estamos con esto, sí, las personas que
1096600	1103320	tenemos constantes ingresos y que estamos constantemente pues invirtiendo más, ¿a qué crees
1103320	1108880	que es más sensato meter ese fondo extra que nos va llegando en esos gráficos?
1112440	1121680	porque creo que ahí se considera como que un capital, vamos a decir, mil dólares, 40 se va al hold, etcétera,
1121680	1126880	entonces, pero qué tal si ese capital está constantemente creciendo y no es fijo, pues,
1128400	1135160	¿qué cree que es más sensato meterlo a hold semanal, tenerlo como que en espera para que cuando en
1135160	1141160	gráfico semanal de entrada meterlo semanal? Técnicamente no vender es mejor,
1142360	1153320	la cuestión es que nosotros, es decir, si no vendés, la probabilidad de perder es casi nula,
1153320	1160040	pero si esto lo sabemos hacer bien, el capital crece más rápido, porque estamos vendiendo por la
1160040	1166880	parte alta y acumulando por la parte baja, entonces si tenés un ingreso fijo y solo querés estar comprando,
1167680	1174040	igual vendiendo y comprando depende del gráfico, pero que constantemente estamos... depende del
1174040	1180720	tiempo, por eso aquí arriba, vaya, en mi caso yo me dedico solo a inversiones de este tipo,
1182320	1189360	esto es lo mínimo que yo opero y digamos que es para divertirme, yo voy de aquí para acá,
1190480	1195960	porque prefiero tener tiempo a estar aquí con una tacita de café en la mañana esperando que
1195960	1202240	abra el mercado, o un domingo a las 6 de la tarde que los chinos muevan el precio, no yo no,
1202240	1211920	yo voy aquí, yo, ahora ese es mi tiempo, pero ahora cuál es tu tiempo, es decir, no entremos en detalle
1211920	1220160	porque estamos en público, pero imaginémonos que eres un doctor, por ejemplo, tú no puedes estar
1220160	1227720	aquí, porque hay un compromiso con el paciente, entonces te toca de aquí para allá, porque éste
1227720	1236880	te da tiempo a 10 días, digamos tú haces tu análisis, la proyección, compras un sábado,
1236880	1245640	un domingo de descanso, y el siguiente domingo revises, todas las semanas estuviste ocupado,
1245640	1253380	pero la temporalidad que estás utilizando es la correcta para tu tiempo, entonces si usted no
1253380	1257960	tiene tiempo de estar viendo a cada rato el mercado, no trate de hacer dos cosas a la vez,
1257960	1266600	por ejemplo, si usted digamos es una enfermera, un enfermero, no va a estar aquí, porque va a
1266600	1273680	andar ahí, no sé, queriendo ahí operar a alguien con el teléfono, o sea, también operando a dos
1273680	1279320	manos, entonces no, eso ya depende del tiempo de cada uno de nosotros, por eso le digo, no nos
1279320	1284840	vamos a comparar porque cada uno tiene tiempos diferentes, por eso todo esto está marcado en
1284840	1293960	tiempos, aquí lo importante es que usted identifique cuál le toca a usted, si usted tiene tiempo y
1293960	1300840	le encanta, véngase para acá, hasta 15 minutos que lo vamos a estudiar, pero si no, al diario,
1300840	1306560	10 días, si no, nos vamos al semanal, y si no, pues ya al mensual, en el mensual
1308760	1314000	una vez cada tres meses que usted vea sus inversiones es suficiente, 10 minutos de su
1314000	1321360	tiempo, revisa qué tanto ha ganado o perdido, bueno, aquí no va a perder, a no ser que esté
1321360	1331080	acumulando memes, pero yo no creo que eso, eso pase, gracias, una preguntita más,
1334400	1344360	no sé si a lo mejor, lo que yo quiero entenderte es que tú estás con estas carteras, entonces en
1344360	1348840	el momento en que tú estás generando tus ingresos por otro negocio, por otro sueldo, tú agarras y
1348840	1353400	dices este mes voy a meter mil dólares, entonces qué hago con esos mil dólares, creo que la idea
1353400	1360800	es que agarras de esos mil dólares que metes este mes, 40, lo separas para el mensual, agarras el
1360800	1366680	otro porcentaje y lo metes al semanal, el otro porcentaje lo metes a diario y el otro para cuatro
1366680	1372000	horas y una hora, es decir, cada vez que tú metas dinero, lo separas exactamente de la misma manera,
1372000	1378240	pienso que esa es a lo mejor la duda que tenías, esa podría ser una opción o dos, depende de la
1378240	1383560	acción del precio de bitcoin, porque en tu caso, si yo viera que bitcoin ya cayó 30 mil dólares,
1383560	1390800	yo no voy a venir a meter, yo me meto aquí, yo compro todo aquí, pero depende de dónde esté bitcoin,
1390800	1397600	porque yo en 70 mil, yo no meto nada aquí, nada, ni un dólar, cero, yo en 70 mil no compro nada,
1398480	1407760	aquí puedo operar en cuatro horas con stop y operándolo, pero aquí jamás, ese es el punto,
1408280	1414520	entonces ya cuando veamos los gráficos, ya van a ver que es más fácil, porque esto es texto,
1414520	1420000	pero quiero que se entienda bien, porque si fallamos aquí, vamos a fallar en el mercado,
1420000	1423920	pero no va a ser por la estrategia en sí, sino por la distribución del capital que tenemos,
1423920	1431840	de su izquierda a derecha, entre más a la derecha estén, tienen más riesgo de perder,
1431840	1442880	aquí es la manera más fácil de comenzar, si no tienen mucha experiencia, aquí, solamente spot,
1442880	1452480	hasta aquí, futuros no, no operen futuros, solo spot, una vez, el spot es, no sé, yo te doy algo y
1452480	1459200	tú me das otra cosa, ya, en futuros no, estamos diciendo que algo va a subir o algo va a bajar,
1459560	1467560	y entiéndase algo por lo que sea, oro, plata, bitcoin, acciones, lo que sea que vayan a operar,
1467560	1472720	yo en lo que sí no me meto es en forex, no sé hacer eso, nunca me gustó, siento que es como
1472720	1480720	adivinarlo, una flechita y todas, no me gusta, bien, los que están en línea, si tienen preguntas
1480720	1490560	sobre este tema. Aquí tenemos una pregunta para la transmisión en línea, dicen las ganancias que
1490560	1494280	se van obteniendo al cerrar operaciones en temporalidad semanal, cuatro horas y una hora,
1494280	1498920	se quedan para esas temporalidades, para esas billeteras, o se vuelven a distribuir a los
1498920	1505920	porcentajes que aparecen abajo? Ok, perfecto, buena pregunta, las billeteras se mantienen tal
1505920	1512320	cual y las ganancias se van acumulando para hacer operaciones cada vez más grandes, porque lo que
1512320	1517280	queremos, bueno, a no ser que usted necesite el dinero lo retire, pero idealmente cuando
1517280	1522440	nosotros estamos trabajando ahí, necesitamos tener un capital que sea suficiente para que nos
1522440	1529120	de las ganancias que queremos, entonces, digamos, en la billetera de futuros, si comenzamos con
1529120	1536280	1000 dólares, por ejemplo, y ya tiene 1500 dólares, esos 500 dólares, yo no los retiraría,
1536280	1543200	los dejo como capital de trabajo, o sea, yo ya sé que son ganancias, pero lo dejo como capital de
1543200	1548640	trabajo, porque como yo las posiciones las abro por porcentaje, a la hora de que yo decida, por
1548640	1556720	ejemplo, entrar en long en bitcoin con un 10% a 5x, voy con el 10% de 1500 ya no de 1000, entonces
1556720	1562640	la billetera si si si operó bien se va a ir haciendo cada vez más grande en caso de que no sé
1562640	1568240	ya tenga 10.000 dólares digamos en futuros y yo considere que mi cuenta va a quedar en 10.000
1568240	1574200	dólares, todo lo que esté por arriba de 10.000 lo voy retirando, ese es el objetivo, llegar a un
1574200	1581440	punto en donde comenzamos a retirar el dinero, porque miren, el dinero, úsenlo, no lo estén
1581440	1588480	guardando tanto, eso no se calienta, no lo estén calentando tanto, porque al final no tiene sentido
1588480	1594560	pasarse toda la vida teniendo el dinero guardado y le va a quedar a otro.
1598120	1606480	A ver, otra vez, uno, dos, sí, es feo eso verdad, pero es que es la verdad, yo no conozco a alguien
1607080	1615120	tengo 200 años, nunca he visto uno, entonces el tiempo no se está pasando factura, ocupe su
1615120	1623720	dinero hombre, no lo deje ahí eternamente, esa es mi opinión, ahora si usted quiere ir ahorrando
1623720	1630680	ahí para dejarle herencia a los hijos, ese es el deseo de nosotros los padres, pero luego en la vida
1630720	1640880	real llega la, no era, es verdad, no, no era sería, no, no, la nuera sería la mujer de mi hijo, no, la esposa de mi hijo, no,
1641840	1648240	ah pues llega ella con otras ideas, con otros ideales, entonces yo me pasé toda una vida
1648240	1657440	ahorrando para mi hijo y mi hijo viene, la nuera de mi hijo viene y se compra el hamburgues y ya
1657440	1664120	está, se fue, no hombre, yo no, que mi hijo trabaje, hombre que lo quiero mucho, pero él tiene que
1664120	1673040	tiene que ver cómo va a ser o no, o soy malo, no, tiene que trabajar, tiene que entender cómo funciona
1673040	1682640	esto, siguiente pregunta, Francisco Ramírez de aquí de México, Jaime, estamos claros que Bitcoin
1683240	1690120	en mensual y qué proyecto sugieres para la semanal, para la cartera semanal, aparte de Bitcoin
1693840	1703520	a mí me gustaría dar esa respuesta no hoy, porque yo ya me los puedo, se van a ir a meter
1704360	1710640	sin antes haber hecho el análisis de Bitcoin, entonces primero Bitcoin, porque si Bitcoin cae
1710920	1718000	todo se va, o sea, bueno de hecho si el mercado regulado cae, Bitcoin no va a quedar en donde
1718000	1725200	está, Bitcoin va a caer junto al mercado regulado, no estamos separados todavía, entonces si ven que
1725200	1730360	las bolsas y los índices comiencen a caer por el sobrecalentamiento que tienen, Bitcoin va a caer
1730360	1738520	y me van a decir que no, que por los ETF, perfecto, pero ahí lo van a ver, allí sí creo que no me voy
1738520	1744680	a equivocar, si los índices comiencen a desplomarse, el NASDAQ, el SP van a ver lo que va a pasar con
1744680	1752360	Bitcoin, entonces y si Bitcoin cae todo lo demás se va hasta abajo y cuando comienza a caer cae bien
1752360	1760400	entonces ahí donde nosotros tenemos que tener esos USDT listos, cuando nosotros veamos una caída
1760400	1769640	importante de Bitcoin, vamos sin miedo aquí, con este 40% y con este 30%, aquí acumulamos y si baja
1769640	1776640	no lo estén viendo, no lo miren, si esto está en el semanal y en un mensual, yo recuerdo que yo le
1776640	1783680	decía a la gente entre 24 y 28 mil estamos nosotros para comprar y no me inviten arriba de ese precio
1784120	1793080	y yo no he vuelto a comprar, entiendo que hay gente que quiere comprar hoy porque no compró antes
1793080	1802640	por alguna razón, pero aún así hay que esperar la zona de compra y cuando lleguen compramos, ustedes
1802640	1814640	yo no, pues sí que ya no tengo capital como para meterle, entonces tengo que vender o meterle de
1814640	1819800	otro lado, o sea como vender acciones digamos y meterlo a Bitcoin, pero tampoco lo voy a hacer
1819800	1827360	por la gestión del capital, la distribución, bien entonces dime. Aquí tenemos otra pregunta en
1827360	1833920	línea, dicen en gráfico de una semana, spot y futuros, ¿a qué rentabilidades debemos aspirar?
1833920	1842480	Pensaron en ajustar los take profit y stop loss a montos razonables. A ver yo no uso stop loss en
1842480	1851680	semanal ni en el mensual, en un gráfico mensual yo acumulo Bitcoin solamente, solamente, a Bitcoin
1851680	1858160	no le voy a poner un stop loss y en el semanal yo tampoco pongo stop loss, por eso en este cuadro
1858160	1864480	ustedes ven que dice que en el semanal vamos largo plazo y se vende cuando tenemos un patrón
1864480	1873520	de venta, esto lo vamos a estudiar en billetera fría porque vamos a pasar seis meses ahí esperándonos,
1873520	1883440	el análisis tiene que ser por proyecto y también por gráfico, es decir que en mensual solo Bitcoin,
1883440	1889480	punto, a mí no me sacan de ahí, yo no acumulo otra cosa, en el mensual, en el semanal sí,
1889480	1898160	pero voy con un 30% y sin stop porque voy por proyecto, en un semanal no me van a ver comprando
1898160	1905400	a shiba inu a mí, yo no, no tengo nada en contra de los memes, pero en un semanal yo no voy sin
1905400	1914200	stop en una cosa rarita, no uso stop, la respuesta fácil es esa, no uso stop, mensual semanal yo voy
1914200	1925080	sin stop, ejemplo mira yo compre new en 13, allí caíba 7 y yo que, yo no tengo nada que ver en eso,
1925440	1931200	si yo estoy en un semanal, luego se fue como a 15, igual no tengo nada que ver en eso,
1931200	1941240	si yo no quiero vender en 15, cuando new suba a 30, 40, 50 dólares quizá me tiente a vender, quizás,
1943320	1951800	por eso es spot y por eso las criptos te dan más ganancia que Bitcoin si lo sabes hacer bien aquí,
1952360	1959120	porque si usas stop aquí, qué tamaño vas a usar, si en un semanal te va a quedar 30% de stop,
1959120	1969400	40% de stop, yo no le veo sentido, por eso en el semanal yo voy a xrp después de las caídas,
1969400	1975760	verdad, a las criptos en las que yo creo que son proyectos buenos, que no son basura,
1975760	1982160	pues que hay algo detrás, que tiene gente, que tiene rostro, sin stop, listo,
1985640	1989520	sólo con micrófono porque como tengo a las personas en línea,
1992600	1999480	y en un diario con qué rentabilidad te vas, es que sobre el mismo tema, 10% de stop,
1999480	2006320	pero hacia arriba con qué rentabilidad, o sea, en un 20% hacia arriba cierras el train,
2006320	2014240	la rentabilidad no importa, cerrás cuando te dé patrón de salida, porque a ver,
2014240	2022120	que incluso puedes perder, entonces hacia arriba mucha gente te dice que el target es 3 a 1 y yo
2022120	2028240	digo y como saben el futuro, si es que para que suba algo tiene que meterle billete, entonces
2028240	2036120	cuánto tengo que meterle, no sé, a bitcoin, no sé, 30 billones, quién se los va a meter,
2036120	2045520	para que llegue a donde yo digo que va a llegar, no sé, entonces el target normalmente la gente se
2045520	2051160	lo inventa, esa es la verdad, porque no hay manera de saberlo, piénsenlo, el precio se mueve por
2051160	2056040	oferta y demanda, para que el precio suba tiene que haber demanda, para que haya demanda tiene que
2056040	2061760	entrar dinero, de dónde viene el dinero, quién lo tiene y por qué lo va a meter, hay tantas preguntas
2061760	2068440	y esto es demasiado especulativo y decir que yo voy a vender en 90.000, no, y hay gente que no vende
2068440	2075680	hasta que llega a 90.000 y termina perdiendo el stop, lo que estoy diciendo es que entran en 70.000
2075680	2083920	y dicen que van a vender en 90.000 y con un stop en 65, le sube a 80.000, no venden porque su
2083920	2091680	target está en 90.000, pero qué les pasa, o sea qué les pasa, si ya están en ganancias lo que hay que
2091680	2098000	hacer es proteger para no perder, eso es lo primero no perder y después hacia arriba nosotros lo dejamos
2098000	2105000	correr en spot hasta que veamos el patrón de salida que lo vamos a estudiar en ese documento
2105000	2112600	que ustedes tienen ahí, entonces cuando llegue el momento de salirse, nosotros incluso estemos
2112600	2119680	perdiendo, porque a veces es cierto, no nos ha tocado el stop, estamos 2% abajo, tenemos patrón
2119680	2128160	de salida, no salimos, no salimos, no hay opción, es que no llegó mi target, no, no se quede esperando
2128160	2136680	el stop loss, sálgase porque el patrón de salida ya lo tiene para salirse y a veces uno por no querer
2136680	2143160	perder un 2% pierde un 5%, entonces por eso los patrones de entrada y de salida se deben de respetar
2143160	2151720	tal cual, porque muchas veces no vamos a ganar, o sea entramos en algo en 90 dólares, pasa el tiempo,
2151720	2157400	no sube, usted ya sabe que si pasa el tiempo y no sube, la probabilidad es que va a caer, entonces
2157400	2163080	no espere el stop, sálgase antes con el patrón de salida, bien, entonces vamos a avanzar al siguiente
2163080	2169520	tema, yo asumo que esto ya estamos. Solo una pregunta Jaime. Ok, dime. Rápidamente, para la
2169520	2175720	billetera fría estabas mencionando hace ratito las dos marcas Ledger y Trezor, pero también en tus
2175720	2181760	streamings has compartido que tienes un nodo, creo es basado en Umbrell, ese es una buena opción de
2181760	2188400	billetera fría, o sea es más seguro tenerlo dentro de tu propio nodo de Umbrell o si quieres
2188400	2198640	algo más. Si tienes conocimiento de informática, sí, si no, no, porque si sea nivel mejor uso una
2198640	2205320	Trezor, en mi caso porque toda mi vida he trabajado en informática, o sea que mi profesión es
2205320	2213560	administrador de redes y servidores en equipos de protección perimetral de seguridad informática,
2213720	2220040	entonces en mi caso antes de que la gente logre llegar a mi nodo, yo tengo equipos de protección,
2220040	2226720	firewall pues, entonces no van a llegar tan fácil y antes de que llegue el ISP, es decir el
2226720	2235080	proveedor de servicios de internet, también tengo contratado un servicio de antiataques, digamos,
2235080	2239760	entonces para que logren llegar hasta donde está mi nodo, primero no creo que vayan a por mí,
2240760	2249880	van a ir a por los ISP, para el usuario normal, digamos, yo opino que usen una Trezor.
2251560	2257440	O sea, digamos, como más frío, más aislado el tener el Trezor que un nodo caliente,
2257440	2263280	un nodo que esté conectado, vaya, aun siendo tu propio nodo Umbrell, una máquina que tú
2263280	2270720	tienes aquí en físico. Sí, es mejor Trezor, en ese aspecto sí. Gracias.
2272200	2280440	El único problemita con la Trezor es que se la vayan a robar o que le tomen un screenshot a las
2280440	2286440	palabras de recuperación, el nivel de seguridad siempre va a depender del usuario, o sea de
2286440	2296640	nosotros, pero yo creo que la Trezor estaría bien a nivel general, está bien. Bien, entonces,
2298400	2309720	vamos a comenzar, ahora sí, yo asumo que ustedes si gustan vayan agarrando el documento, sí,
2309720	2315000	que es ese mismo, este que yo tengo en pantalla es el que ustedes tienen.
2320120	2326760	Váyanse a esa página que está ahí y vamos a hablar de las tendencias, esto es lo primero para...
2329040	2336600	El objetivo, como le dije desde el principio, es simple, nosotros compramos algo, lo que sea,
2336600	2342680	no importa, es como cualquier otro negocio, hay gente que se dedica a comprar vehículos y
2342680	2349440	compra y venta, esto es igual, solo que lo hacemos desde una silla en la laptop en nuestra casa,
2349440	2355360	es lo mismo, compramos barato y vendemos caro, se escucha fácil, pero la tendencia es nuestra
2355360	2364020	amiga cuando estamos en gráficos de spot diarios, semanales y mensuales, es nuestra amiga,
2364020	2373580	porque si operamos en contra de eso, primero no se puede, ¿por qué no? ¿Cómo vas a vender lo que
2373580	2379940	no tienes, qué es lo que haces en futuros? Los futuros por eso son un lio, porque cuando tú entras
2379940	2386460	en short estás vendiendo algo que no tienes, entonces en spot eso no se puede hacer, la única
2386460	2391980	manera de vender es que usted tenga lo que va a vender, por ejemplo bitcoin, si usted tiene bitcoin
